,constructorName,driverCode,points,grid,position,grid_sprint,position_sprint,delta_sprint,round,race,delta
4,Alpine F1 Team,ALO,10.0,17,5,7.0,18.0,-11.0,21,São Paulo,12
5,Red Bull,VER,13.0,3,6,2.0,4.0,-2.0,21,São Paulo,-3
6,Red Bull,PER,10.0,4,7,9.0,5.0,4.0,21,São Paulo,-3
7,Alpine F1 Team,OCO,4.0,16,8,6.0,17.0,-11.0,21,São Paulo,8
8,Alfa Romeo,BOT,2.0,14,9,18.0,14.0,4.0,21,São Paulo,5
9,Aston Martin,STR,1.0,15,10,15.0,16.0,-1.0,21,São Paulo,5
10,Aston Martin,VET,0.0,9,11,13.0,9.0,4.0,21,São Paulo,-2
11,Alfa Romeo,ZHO,0.0,13,12,17.0,13.0,4.0,21,São Paulo,1
12,Haas F1 Team,MSC,0.0,12,13,20.0,12.0,8.0,21,São Paulo,-1
13,AlphaTauri,GAS,0.0,10,14,12.0,10.0,2.0,21,São Paulo,-4
14,Williams,ALB,0.0,19,15,11.0,20.0,-9.0,21,São Paulo,4
15,Williams,LAT,0.0,18,16,16.0,19.0,-3.0,21,São Paulo,2
16,AlphaTauri,TSU,0.0,0,17,19.0,15.0,4.0,21,São Paulo,-17
17,McLaren,NOR,2.0,6,18,4.0,7.0,-3.0,21,São Paulo,-12
18,Haas F1 Team,MAG,1.0,8,19,1.0,8.0,-7.0,21,São Paulo,-11
19,McLaren,RIC,0.0,11,20,14.0,11.0,3.0,21,São Paulo,-9
0,Red Bull,VER,25.0,1,1,,,,22,Abu Dhabi,0
1,Ferrari,LEC,18.0,3,2,,,,22,Abu Dhabi,1
2,Red Bull,PER,15.0,2,3,,,,22,Abu Dhabi,-1
3,Ferrari,SAI,12.0,4,4,,,,22,Abu Dhabi,0
4,Mercedes,RUS,10.0,6,5,,,,22,Abu Dhabi,1
5,McLaren,NOR,9.0,7,6,,,,22,Abu Dhabi,1
6,Alpine F1 Team,OCO,6.0,8,7,,,,22,Abu Dhabi,1
7,Aston Martin,STR,4.0,14,8,,,,22,Abu Dhabi,6
8,McLaren,RIC,2.0,13,9,,,,22,Abu Dhabi,4
9,Aston Martin,VET,1.0,9,10,,,,22,Abu Dhabi,-1
10,AlphaTauri,TSU,0.0,11,11,,,,22,Abu Dhabi,0
11,Alfa Romeo,ZHO,0.0,15,12,,,,22,Abu Dhabi,3
12,Williams,ALB,0.0,19,13,,,,22,Abu Dhabi,6
13,AlphaTauri,GAS,0.0,17,14,,,,22,Abu Dhabi,3
14,Alfa Romeo,BOT,0.0,18,15,,,,22,Abu Dhabi,3
15,Haas F1 Team,MSC,0.0,12,16,,,,22,Abu Dhabi,-4
16,Haas F1 Team,MAG,0.0,16,17,,,,22,Abu Dhabi,-1
17,Mercedes,HAM,0.0,5,18,,,,22,Abu Dhabi,-13
18,Williams,LAT,0.0,20,19,,,,22,Abu Dhabi,1
19,Alpine F1 Team,ALO,0.0,10,20,,,,22,Abu Dhabi,-10
