,constructorName,driverCode,points,grid,position,grid_sprint,position_sprint,delta_sprint,round,race,delta
23,Lotus,TRU,0.0,19,24,,,,7,Turkish,-5
0,McLaren,HAM,25.0,1,1,,,,8,Canadian,0
1,McLaren,BUT,18.0,4,2,,,,8,Canadian,2
2,Ferrari,ALO,15.0,3,3,,,,8,Canadian,0
3,Red Bull,VET,12.0,2,4,,,,8,Canadian,-2
4,Red Bull,WEB,10.0,7,5,,,,8,Canadian,2
5,Mercedes,ROS,8.0,10,6,,,,8,Canadian,4
6,Renault,KUB,6.0,8,7,,,,8,Canadian,1
7,Toro Rosso,BUE,4.0,15,8,,,,8,Canadian,7
8,Force India,LIU,2.0,5,9,,,,8,Canadian,-4
9,Force India,SUT,1.0,9,10,,,,8,Canadian,-1
10,Mercedes,MSC,0.0,13,11,,,,8,Canadian,2
11,Toro Rosso,ALG,0.0,16,12,,,,8,Canadian,4
12,Williams,HUL,0.0,12,13,,,,8,Canadian,-1
13,Williams,BAR,0.0,11,14,,,,8,Canadian,-3
14,Ferrari,MAS,0.0,6,15,,,,8,Canadian,-9
15,Lotus,KOV,0.0,19,16,,,,8,Canadian,3
16,Renault,PET,0.0,14,17,,,,8,Canadian,-3
17,HRT,CHA,0.0,24,18,,,,8,Canadian,6
18,Virgin,DIG,0.0,23,19,,,,8,Canadian,4
19,Virgin,GLO,0.0,21,20,,,,8,Canadian,1
20,Lotus,TRU,0.0,20,21,,,,8,Canadian,-1
21,Sauber,DLR,0.0,17,22,,,,8,Canadian,-5
22,HRT,SEN,0.0,22,23,,,,8,Canadian,-1
23,Sauber,KOB,0.0,18,24,,,,8,Canadian,-6
0,Red Bull,VET,25.0,1,1,,,,9,European,0
1,McLaren,HAM,18.0,3,2,,,,9,European,1
2,McLaren,BUT,15.0,7,3,,,,9,European,4
3,Williams,BAR,12.0,9,4,,,,9,European,5
4,Renault,KUB,10.0,6,5,,,,9,European,1
5,Force India,SUT,8.0,13,6,,,,9,European,7
6,Sauber,KOB,6.0,18,7,,,,9,European,11
7,Ferrari,ALO,4.0,4,8,,,,9,European,-4
8,Toro Rosso,BUE,2.0,11,9,,,,9,European,2
9,Mercedes,ROS,1.0,12,10,,,,9,European,2
10,Ferrari,MAS,0.0,5,11,,,,9,European,-6
11,Sauber,DLR,0.0,16,12,,,,9,European,4
12,Toro Rosso,ALG,0.0,17,13,,,,9,European,4
13,Renault,PET,0.0,10,14,,,,9,European,-4
14,Mercedes,MSC,0.0,15,15,,,,9,European,0
15,Force India,LIU,0.0,14,16,,,,9,European,-2
16,Virgin,DIG,0.0,21,17,,,,9,European,4
17,HRT,CHA,0.0,23,18,,,,9,European,5
18,Virgin,GLO,0.0,22,19,,,,9,European,3
19,HRT,SEN,0.0,24,20,,,,9,European,4
20,Lotus,TRU,0.0,19,21,,,,9,European,-2
21,Williams,HUL,0.0,8,22,,,,9,European,-14
22,Lotus,KOV,0.0,20,23,,,,9,European,-3
23,Red Bull,WEB,0.0,2,24,,,,9,European,-22
0,Red Bull,WEB,25.0,2,1,,,,10,British,1
1,McLaren,HAM,18.0,4,2,,,,10,British,2
2,Mercedes,ROS,15.0,5,3,,,,10,British,2
3,McLaren,BUT,12.0,14,4,,,,10,British,10
4,Williams,BAR,10.0,8,5,,,,10,British,3
5,Sauber,KOB,8.0,12,6,,,,10,British,6
6,Red Bull,VET,6.0,1,7,,,,10,British,-6
7,Force India,SUT,4.0,11,8,,,,10,British,3
8,Mercedes,MSC,2.0,10,9,,,,10,British,1
9,Williams,HUL,1.0,13,10,,,,10,British,3
10,Force India,LIU,0.0,20,11,,,,10,British,9
11,Toro Rosso,BUE,0.0,16,12,,,,10,British,4
12,Renault,PET,0.0,15,13,,,,10,British,2
13,Ferrari,ALO,0.0,3,14,,,,10,British,-11
14,Ferrari,MAS,0.0,7,15,,,,10,British,-8
15,Lotus,TRU,0.0,21,16,,,,10,British,5
16,Lotus,KOV,0.0,18,17,,,,10,British,1
17,Virgin,GLO,0.0,19,18,,,,10,British,1
18,HRT,CHA,0.0,23,19,,,,10,British,4
19,HRT,YAM,0.0,24,20,,,,10,British,4
20,Toro Rosso,ALG,0.0,17,21,,,,10,British,-4
21,Sauber,DLR,0.0,9,22,,,,10,British,-13
22,Renault,KUB,0.0,6,23,,,,10,British,-17
23,Virgin,DIG,0.0,22,24,,,,10,British,-2
0,Ferrari,ALO,25.0,2,1,,,,11,German,1
1,Ferrari,MAS,18.0,3,2,,,,11,German,1
2,Red Bull,VET,15.0,1,3,,,,11,German,-2
3,McLaren,HAM,12.0,6,4,,,,11,German,2
4,McLaren,BUT,10.0,5,5,,,,11,German,0
5,Red Bull,WEB,8.0,4,6,,,,11,German,-2
6,Renault,KUB,6.0,7,7,,,,11,German,0
7,Mercedes,ROS,4.0,9,8,,,,11,German,1
8,Mercedes,MSC,2.0,11,9,,,,11,German,2
9,Renault,PET,1.0,13,10,,,,11,German,3
10,Sauber,KOB,0.0,12,11,,,,11,German,1
11,Williams,BAR,0.0,8,12,,,,11,German,-4
12,Williams,HUL,0.0,10,13,,,,11,German,-3
13,Sauber,DLR,0.0,14,14,,,,11,German,0
14,Toro Rosso,ALG,0.0,15,15,,,,11,German,0
15,Force India,LIU,0.0,21,16,,,,11,German,5
16,Force India,SUT,0.0,19,17,,,,11,German,2
17,Virgin,GLO,0.0,23,18,,,,11,German,5
18,HRT,SEN,0.0,20,19,,,,11,German,1
19,Lotus,KOV,0.0,18,20,,,,11,German,-2
20,Virgin,DIG,0.0,24,21,,,,11,German,3
21,HRT,YAM,0.0,22,22,,,,11,German,0
22,Lotus,TRU,0.0,17,23,,,,11,German,-6
23,Toro Rosso,BUE,0.0,16,24,,,,11,German,-8
0,Red Bull,WEB,25.0,2,1,,,,12,Hungarian,1
1,Ferrari,ALO,18.0,3,2,,,,12,Hungarian,1
2,Red Bull,VET,15.0,1,3,,,,12,Hungarian,-2
3,Ferrari,MAS,12.0,4,4,,,,12,Hungarian,0
4,Renault,PET,10.0,7,5,,,,12,Hungarian,2
5,Williams,HUL,8.0,10,6,,,,12,Hungarian,4
6,Sauber,DLR,6.0,9,7,,,,12,Hungarian,2
7,McLaren,BUT,4.0,11,8,,,,12,Hungarian,3
8,Sauber,KOB,2.0,23,9,,,,12,Hungarian,14
9,Williams,BAR,1.0,12,10,,,,12,Hungarian,2
10,Mercedes,MSC,0.0,14,11,,,,12,Hungarian,3
11,Toro Rosso,BUE,0.0,15,12,,,,12,Hungarian,3
12,Force India,LIU,0.0,16,13,,,,12,Hungarian,3
13,Lotus,KOV,0.0,19,14,,,,12,Hungarian,5
14,Lotus,TRU,0.0,20,15,,,,12,Hungarian,5
15,Virgin,GLO,0.0,18,16,,,,12,Hungarian,2
16,HRT,SEN,0.0,22,17,,,,12,Hungarian,5
17,Virgin,DIG,0.0,21,18,,,,12,Hungarian,3
18,HRT,YAM,0.0,24,19,,,,12,Hungarian,5
19,McLaren,HAM,0.0,5,20,,,,12,Hungarian,-15
20,Renault,KUB,0.0,8,21,,,,12,Hungarian,-13
21,Mercedes,ROS,0.0,6,22,,,,12,Hungarian,-16
22,Force India,SUT,0.0,13,23,,,,12,Hungarian,-10
23,Toro Rosso,ALG,0.0,17,24,,,,12,Hungarian,-7
0,McLaren,HAM,25.0,2,1,,,,13,Belgian,1
1,Red Bull,WEB,18.0,1,2,,,,13,Belgian,-1
2,Renault,KUB,15.0,3,3,,,,13,Belgian,0
3,Ferrari,MAS,12.0,6,4,,,,13,Belgian,2
4,Force India,SUT,10.0,8,5,,,,13,Belgian,3
5,Mercedes,ROS,8.0,14,6,,,,13,Belgian,8
6,Mercedes,MSC,6.0,21,7,,,,13,Belgian,14
7,Sauber,KOB,4.0,17,8,,,,13,Belgian,9
8,Renault,PET,2.0,23,9,,,,13,Belgian,14
9,Force India,LIU,1.0,12,10,,,,13,Belgian,2
10,Sauber,DLR,0.0,24,11,,,,13,Belgian,13
11,Toro Rosso,BUE,0.0,16,12,,,,13,Belgian,4
12,Toro Rosso,ALG,0.0,11,13,,,,13,Belgian,-2
13,Williams,HUL,0.0,9,14,,,,13,Belgian,-5
14,Red Bull,VET,0.0,4,15,,,,13,Belgian,-11
15,Lotus,KOV,0.0,13,16,,,,13,Belgian,-3
16,Virgin,DIG,0.0,22,17,,,,13,Belgian,5
17,Virgin,GLO,0.0,20,18,,,,13,Belgian,2
18,Lotus,TRU,0.0,15,19,,,,13,Belgian,-4
19,HRT,YAM,0.0,19,20,,,,13,Belgian,-1
20,Ferrari,ALO,0.0,10,21,,,,13,Belgian,-11
21,McLaren,BUT,0.0,5,22,,,,13,Belgian,-17
22,HRT,SEN,0.0,18,23,,,,13,Belgian,-5
23,Williams,BAR,0.0,7,24,,,,13,Belgian,-17
0,Ferrari,ALO,25.0,1,1,,,,14,Italian,0
1,McLaren,BUT,18.0,2,2,,,,14,Italian,0
2,Ferrari,MAS,15.0,3,3,,,,14,Italian,0
3,Red Bull,VET,12.0,6,4,,,,14,Italian,2
4,Mercedes,ROS,10.0,7,5,,,,14,Italian,2
5,Red Bull,WEB,8.0,4,6,,,,14,Italian,-2
6,Williams,HUL,6.0,8,7,,,,14,Italian,1
7,Renault,KUB,4.0,9,8,,,,14,Italian,1
8,Mercedes,MSC,2.0,12,9,,,,14,Italian,3
9,Williams,BAR,1.0,10,10,,,,14,Italian,0
10,Toro Rosso,BUE,0.0,14,11,,,,14,Italian,3
11,Force India,LIU,0.0,19,12,,,,14,Italian,7
12,Renault,PET,0.0,20,13,,,,14,Italian,7
13,Sauber,DLR,0.0,16,14,,,,14,Italian,2
14,Toro Rosso,ALG,0.0,15,15,,,,14,Italian,0
15,Force India,SUT,0.0,11,16,,,,14,Italian,-5
16,Virgin,GLO,0.0,24,17,,,,14,Italian,7
17,Lotus,KOV,0.0,18,18,,,,14,Italian,0
18,HRT,YAM,0.0,23,19,,,,14,Italian,4
19,Virgin,DIG,0.0,21,20,,,,14,Italian,1
20,Lotus,TRU,0.0,17,21,,,,14,Italian,-4
21,HRT,SEN,0.0,22,22,,,,14,Italian,0
22,McLaren,HAM,0.0,5,23,,,,14,Italian,-18
23,Sauber,KOB,0.0,13,24,,,,14,Italian,-11
0,Ferrari,ALO,25.0,1,1,,,,15,Singapore,0
1,Red Bull,VET,18.0,2,2,,,,15,Singapore,0
2,Red Bull,WEB,15.0,5,3,,,,15,Singapore,2
3,McLaren,BUT,12.0,4,4,,,,15,Singapore,0
4,Mercedes,ROS,10.0,7,5,,,,15,Singapore,2
5,Williams,BAR,8.0,6,6,,,,15,Singapore,0
6,Renault,KUB,6.0,8,7,,,,15,Singapore,1
7,Ferrari,MAS,4.0,24,8,,,,15,Singapore,16
8,Force India,SUT,2.0,15,9,,,,15,Singapore,6
9,Williams,HUL,1.0,17,10,,,,15,Singapore,7
10,Renault,PET,0.0,12,11,,,,15,Singapore,1
11,Toro Rosso,ALG,0.0,11,12,,,,15,Singapore,-1
12,Mercedes,MSC,0.0,9,13,,,,15,Singapore,-4
13,Toro Rosso,BUE,0.0,13,14,,,,15,Singapore,-1
14,Virgin,DIG,0.0,20,15,,,,15,Singapore,5
15,Lotus,KOV,0.0,19,16,,,,15,Singapore,3
16,Virgin,GLO,0.0,18,17,,,,15,Singapore,1
17,Sauber,HEI,0.0,14,18,,,,15,Singapore,-4
18,McLaren,HAM,0.0,3,19,,,,15,Singapore,-16
19,HRT,KLI,0.0,22,20,,,,15,Singapore,2
20,Sauber,KOB,0.0,10,21,,,,15,Singapore,-11
21,HRT,SEN,0.0,23,22,,,,15,Singapore,1
22,Lotus,TRU,0.0,21,23,,,,15,Singapore,-2
23,Force India,LIU,0.0,16,24,,,,15,Singapore,-8
0,Red Bull,VET,25.0,1,1,,,,16,Japanese,0
1,Red Bull,WEB,18.0,2,2,,,,16,Japanese,0
2,Ferrari,ALO,15.0,4,3,,,,16,Japanese,1
3,McLaren,BUT,12.0,5,4,,,,16,Japanese,1
4,McLaren,HAM,10.0,8,5,,,,16,Japanese,3
5,Mercedes,MSC,8.0,10,6,,,,16,Japanese,4
6,Sauber,KOB,6.0,14,7,,,,16,Japanese,7
7,Sauber,HEI,4.0,11,8,,,,16,Japanese,3
8,Williams,BAR,2.0,7,9,,,,16,Japanese,-2
9,Toro Rosso,BUE,1.0,18,10,,,,16,Japanese,8
10,Toro Rosso,ALG,0.0,16,11,,,,16,Japanese,5
11,Lotus,KOV,0.0,20,12,,,,16,Japanese,8
12,Lotus,TRU,0.0,19,13,,,,16,Japanese,6
13,Virgin,GLO,0.0,22,14,,,,16,Japanese,8
14,HRT,SEN,0.0,23,15,,,,16,Japanese,8
15,HRT,YAM,0.0,24,16,,,,16,Japanese,8
16,Mercedes,ROS,0.0,6,17,,,,16,Japanese,-11
17,Force India,SUT,0.0,15,18,,,,16,Japanese,-3
18,Renault,KUB,0.0,3,19,,,,16,Japanese,-16
19,Williams,HUL,0.0,9,20,,,,16,Japanese,-11
20,Ferrari,MAS,0.0,12,21,,,,16,Japanese,-9
21,Renault,PET,0.0,13,22,,,,16,Japanese,-9
22,Force India,LIU,0.0,17,23,,,,16,Japanese,-6
23,Virgin,DIG,0.0,21,24,,,,16,Japanese,-3
0,Ferrari,ALO,25.0,3,1,,,,17,Korean,2
1,McLaren,HAM,18.0,4,2,,,,17,Korean,2
2,Ferrari,MAS,15.0,6,3,,,,17,Korean,3
3,Mercedes,MSC,12.0,9,4,,,,17,Korean,5
4,Renault,KUB,10.0,8,5,,,,17,Korean,3
5,Force India,LIU,8.0,17,6,,,,17,Korean,11
6,Williams,BAR,6.0,10,7,,,,17,Korean,3
7,Sauber,KOB,4.0,12,8,,,,17,Korean,4
8,Sauber,HEI,2.0,13,9,,,,17,Korean,4
9,Williams,HUL,1.0,11,10,,,,17,Korean,1
10,Toro Rosso,ALG,0.0,15,11,,,,17,Korean,4
11,McLaren,BUT,0.0,7,12,,,,17,Korean,-5
12,Lotus,KOV,0.0,21,13,,,,17,Korean,8
13,HRT,SEN,0.0,24,14,,,,17,Korean,10
14,HRT,YAM,0.0,23,15,,,,17,Korean,8
15,Force India,SUT,0.0,14,16,,,,17,Korean,-2
16,Red Bull,VET,0.0,1,17,,,,17,Korean,-16
17,Renault,PET,0.0,20,18,,,,17,Korean,2
18,Virgin,GLO,0.0,19,19,,,,17,Korean,0
19,Toro Rosso,BUE,0.0,16,20,,,,17,Korean,-4
20,Virgin,DIG,0.0,22,21,,,,17,Korean,1
21,Lotus,TRU,0.0,18,22,,,,17,Korean,-4
22,Red Bull,WEB,0.0,2,23,,,,17,Korean,-21
23,Mercedes,ROS,0.0,5,24,,,,17,Korean,-19
0,Red Bull,VET,25.0,2,1,,,,18,Brazilian,1
1,Red Bull,WEB,18.0,3,2,,,,18,Brazilian,1
2,Ferrari,ALO,15.0,5,3,,,,18,Brazilian,2
3,McLaren,HAM,12.0,4,4,,,,18,Brazilian,0
4,McLaren,BUT,10.0,11,5,,,,18,Brazilian,6
5,Mercedes,ROS,8.0,13,6,,,,18,Brazilian,7
6,Mercedes,MSC,6.0,8,7,,,,18,Brazilian,1
7,Williams,HUL,4.0,1,8,,,,18,Brazilian,-7
8,Renault,KUB,2.0,7,9,,,,18,Brazilian,-2
9,Sauber,KOB,1.0,12,10,,,,18,Brazilian,2
10,Toro Rosso,ALG,0.0,14,11,,,,18,Brazilian,3
11,Force India,SUT,0.0,22,12,,,,18,Brazilian,10
12,Toro Rosso,BUE,0.0,19,13,,,,18,Brazilian,6
13,Williams,BAR,0.0,6,14,,,,18,Brazilian,-8
14,Ferrari,MAS,0.0,9,15,,,,18,Brazilian,-6
15,Renault,PET,0.0,10,16,,,,18,Brazilian,-6
16,Sauber,HEI,0.0,15,17,,,,18,Brazilian,-2
17,Lotus,KOV,0.0,20,18,,,,18,Brazilian,2
18,Lotus,TRU,0.0,18,19,,,,18,Brazilian,-1
19,Virgin,GLO,0.0,17,20,,,,18,Brazilian,-3
20,HRT,SEN,0.0,24,21,,,,18,Brazilian,3
21,HRT,KLI,0.0,23,22,,,,18,Brazilian,1
22,Virgin,DIG,0.0,21,23,,,,18,Brazilian,-2
23,Force India,LIU,0.0,16,24,,,,18,Brazilian,-8
0,Red Bull,VET,25.0,1,1,,,,19,Abu Dhabi,0
1,McLaren,HAM,18.0,2,2,,,,19,Abu Dhabi,0
2,McLaren,BUT,15.0,4,3,,,,19,Abu Dhabi,1
3,Mercedes,ROS,12.0,9,4,,,,19,Abu Dhabi,5
4,Renault,KUB,10.0,11,5,,,,19,Abu Dhabi,6
5,Renault,PET,8.0,10,6,,,,19,Abu Dhabi,4
6,Ferrari,ALO,6.0,3,7,,,,19,Abu Dhabi,-4
7,Red Bull,WEB,4.0,5,8,,,,19,Abu Dhabi,-3
8,Toro Rosso,ALG,2.0,17,9,,,,19,Abu Dhabi,8
9,Ferrari,MAS,1.0,6,10,,,,19,Abu Dhabi,-4
10,Sauber,HEI,0.0,14,11,,,,19,Abu Dhabi,3
11,Williams,BAR,0.0,7,12,,,,19,Abu Dhabi,-5
12,Force India,SUT,0.0,13,13,,,,19,Abu Dhabi,0
13,Sauber,KOB,0.0,12,14,,,,19,Abu Dhabi,-2
