,constructorName,driverCode,points,grid,position,grid_sprint,position_sprint,delta_sprint,round,race,delta
12,McLaren,VAN,0.0,19,13,,,,11,German,6
13,Toro Rosso,GAS,0.0,16,14,,,,11,German,2
14,Sauber,LEC,0.0,9,15,,,,11,German,-6
15,McLaren,ALO,0.0,11,16,,,,11,German,-5
16,Williams,STR,0.0,18,17,,,,11,German,1
17,Ferrari,VET,0.0,1,18,,,,11,German,-17
18,Williams,SIR,0.0,12,19,,,,11,German,-7
19,Red Bull,RIC,0.0,20,20,,,,11,German,0
0,Mercedes,HAM,25.0,1,1,,,,12,Hungarian,0
1,Ferrari,VET,18.0,4,2,,,,12,Hungarian,2
2,Ferrari,RAI,15.0,3,3,,,,12,Hungarian,0
3,Red Bull,RIC,12.0,12,4,,,,12,Hungarian,8
4,Mercedes,BOT,10.0,2,5,,,,12,Hungarian,-3
5,Toro Rosso,GAS,8.0,6,6,,,,12,Hungarian,0
6,Haas F1 Team,MAG,6.0,9,7,,,,12,Hungarian,2
7,McLaren,ALO,4.0,11,8,,,,12,Hungarian,3
8,Renault,SAI,2.0,5,9,,,,12,Hungarian,-4
9,Haas F1 Team,GRO,1.0,10,10,,,,12,Hungarian,0
10,Toro Rosso,HAR,0.0,8,11,,,,12,Hungarian,-3
11,Renault,HUL,0.0,13,12,,,,12,Hungarian,1
12,Force India,OCO,0.0,18,13,,,,12,Hungarian,5
13,Force India,PER,0.0,19,14,,,,12,Hungarian,5
14,Sauber,ERI,0.0,14,15,,,,12,Hungarian,-1
15,Williams,SIR,0.0,20,16,,,,12,Hungarian,4
16,Williams,STR,0.0,15,17,,,,12,Hungarian,-2
17,McLaren,VAN,0.0,16,18,,,,12,Hungarian,-2
18,Red Bull,VER,0.0,7,19,,,,12,Hungarian,-12
19,Sauber,LEC,0.0,17,20,,,,12,Hungarian,-3
0,Ferrari,VET,25.0,2,1,,,,13,Belgian,1
1,Mercedes,HAM,18.0,1,2,,,,13,Belgian,-1
2,Red Bull,VER,15.0,7,3,,,,13,Belgian,4
3,Mercedes,BOT,12.0,19,4,,,,13,Belgian,15
4,Force India,PER,10.0,4,5,,,,13,Belgian,-1
5,Force India,OCO,8.0,3,6,,,,13,Belgian,-3
6,Haas F1 Team,GRO,6.0,5,7,,,,13,Belgian,-2
7,Haas F1 Team,MAG,4.0,9,8,,,,13,Belgian,1
8,Toro Rosso,GAS,2.0,10,9,,,,13,Belgian,1
9,Sauber,ERI,1.0,13,10,,,,13,Belgian,3
10,Renault,SAI,0.0,14,11,,,,13,Belgian,3
11,Williams,SIR,0.0,16,12,,,,13,Belgian,4
12,Williams,STR,0.0,17,13,,,,13,Belgian,4
13,Toro Rosso,HAR,0.0,11,14,,,,13,Belgian,-3
14,McLaren,VAN,0.0,18,15,,,,13,Belgian,3
15,Red Bull,RIC,0.0,8,16,,,,13,Belgian,-8
16,Ferrari,RAI,0.0,6,17,,,,13,Belgian,-11
17,Sauber,LEC,0.0,12,18,,,,13,Belgian,-6
18,McLaren,ALO,0.0,15,19,,,,13,Belgian,-4
19,Renault,HUL,0.0,20,20,,,,13,Belgian,0
0,Mercedes,HAM,25.0,3,1,,,,14,Italian,2
1,Ferrari,RAI,18.0,1,2,,,,14,Italian,-1
2,Mercedes,BOT,15.0,4,3,,,,14,Italian,1
3,Ferrari,VET,12.0,2,4,,,,14,Italian,-2
4,Red Bull,VER,10.0,5,5,,,,14,Italian,0
5,Force India,OCO,8.0,8,6,,,,14,Italian,2
6,Force India,PER,6.0,14,7,,,,14,Italian,7
7,Renault,SAI,4.0,7,8,,,,14,Italian,-1
8,Williams,STR,2.0,10,9,,,,14,Italian,1
9,Williams,SIR,1.0,12,10,,,,14,Italian,2
10,Sauber,LEC,0.0,15,11,,,,14,Italian,4
11,McLaren,VAN,0.0,17,12,,,,14,Italian,5
12,Renault,HUL,0.0,20,13,,,,14,Italian,7
13,Toro Rosso,GAS,0.0,9,14,,,,14,Italian,-5
14,Sauber,ERI,0.0,18,15,,,,14,Italian,3
15,Haas F1 Team,MAG,0.0,11,16,,,,14,Italian,-5
16,Red Bull,RIC,0.0,19,17,,,,14,Italian,2
17,McLaren,ALO,0.0,13,18,,,,14,Italian,-5
18,Toro Rosso,HAR,0.0,16,19,,,,14,Italian,-3
19,Haas F1 Team,GRO,0.0,6,20,,,,14,Italian,-14
0,Mercedes,HAM,25.0,1,1,,,,15,Singapore,0
1,Red Bull,VER,18.0,2,2,,,,15,Singapore,0
2,Ferrari,VET,15.0,3,3,,,,15,Singapore,0
3,Mercedes,BOT,12.0,4,4,,,,15,Singapore,0
4,Ferrari,RAI,10.0,5,5,,,,15,Singapore,0
5,Red Bull,RIC,8.0,6,6,,,,15,Singapore,0
6,McLaren,ALO,6.0,11,7,,,,15,Singapore,4
7,Renault,SAI,4.0,12,8,,,,15,Singapore,4
8,Sauber,LEC,2.0,13,9,,,,15,Singapore,4
9,Renault,HUL,1.0,10,10,,,,15,Singapore,0
10,Sauber,ERI,0.0,14,11,,,,15,Singapore,3
11,McLaren,VAN,0.0,18,12,,,,15,Singapore,6
12,Toro Rosso,GAS,0.0,15,13,,,,15,Singapore,2
13,Williams,STR,0.0,20,14,,,,15,Singapore,6
14,Haas F1 Team,GRO,0.0,8,15,,,,15,Singapore,-7
15,Force India,PER,0.0,7,16,,,,15,Singapore,-9
16,Toro Rosso,HAR,0.0,17,17,,,,15,Singapore,0
17,Haas F1 Team,MAG,0.0,16,18,,,,15,Singapore,-2
18,Williams,SIR,0.0,19,19,,,,15,Singapore,0
19,Force India,OCO,0.0,9,20,,,,15,Singapore,-11
0,Mercedes,HAM,25.0,2,1,,,,16,Russian,1
1,Mercedes,BOT,18.0,1,2,,,,16,Russian,-1
2,Ferrari,VET,15.0,3,3,,,,16,Russian,0
3,Ferrari,RAI,12.0,4,4,,,,16,Russian,0
4,Red Bull,VER,10.0,19,5,,,,16,Russian,14
5,Red Bull,RIC,8.0,18,6,,,,16,Russian,12
6,Sauber,LEC,6.0,7,7,,,,16,Russian,0
7,Haas F1 Team,MAG,4.0,5,8,,,,16,Russian,-3
8,Force India,OCO,2.0,6,9,,,,16,Russian,-3
9,Force India,PER,1.0,8,10,,,,16,Russian,-2
10,Haas F1 Team,GRO,0.0,9,11,,,,16,Russian,-2
11,Renault,HUL,0.0,12,12,,,,16,Russian,0
12,Sauber,ERI,0.0,10,13,,,,16,Russian,-3
13,McLaren,ALO,0.0,16,14,,,,16,Russian,2
14,Williams,STR,0.0,14,15,,,,16,Russian,-1
15,McLaren,VAN,0.0,15,16,,,,16,Russian,-1
16,Renault,SAI,0.0,11,17,,,,16,Russian,-6
17,Williams,SIR,0.0,13,18,,,,16,Russian,-5
18,Toro Rosso,GAS,0.0,17,19,,,,16,Russian,-2
19,Toro Rosso,HAR,0.0,20,20,,,,16,Russian,0
0,Mercedes,HAM,25.0,1,1,,,,17,Japanese,0
1,Mercedes,BOT,18.0,2,2,,,,17,Japanese,0
2,Red Bull,VER,15.0,3,3,,,,17,Japanese,0
3,Red Bull,RIC,12.0,15,4,,,,17,Japanese,11
4,Ferrari,RAI,10.0,4,5,,,,17,Japanese,-1
5,Ferrari,VET,8.0,8,6,,,,17,Japanese,2
6,Force India,PER,6.0,9,7,,,,17,Japanese,2
7,Haas F1 Team,GRO,4.0,5,8,,,,17,Japanese,-3
8,Force India,OCO,2.0,11,9,,,,17,Japanese,2
9,Renault,SAI,1.0,13,10,,,,17,Japanese,3
10,Toro Rosso,GAS,0.0,7,11,,,,17,Japanese,-4
11,Sauber,ERI,0.0,20,12,,,,17,Japanese,8
12,Toro Rosso,HAR,0.0,6,13,,,,17,Japanese,-7
13,McLaren,ALO,0.0,18,14,,,,17,Japanese,4
14,McLaren,VAN,0.0,19,15,,,,17,Japanese,4
15,Williams,SIR,0.0,17,16,,,,17,Japanese,1
16,Williams,STR,0.0,14,17,,,,17,Japanese,-3
17,Sauber,LEC,0.0,10,18,,,,17,Japanese,-8
18,Renault,HUL,0.0,16,19,,,,17,Japanese,-3
19,Haas F1 Team,MAG,0.0,12,20,,,,17,Japanese,-8
0,Ferrari,RAI,25.0,2,1,,,,18,United States,1
1,Red Bull,VER,18.0,18,2,,,,18,United States,16
2,Mercedes,HAM,15.0,1,3,,,,18,United States,-2
3,Ferrari,VET,12.0,5,4,,,,18,United States,1
4,Mercedes,BOT,10.0,3,5,,,,18,United States,-2
5,Renault,HUL,8.0,7,6,,,,18,United States,1
6,Renault,SAI,6.0,11,7,,,,18,United States,4
7,Force India,PER,4.0,10,8,,,,18,United States,2
8,Toro Rosso,HAR,2.0,20,9,,,,18,United States,11
9,Sauber,ERI,1.0,16,10,,,,18,United States,6
10,McLaren,VAN,0.0,17,11,,,,18,United States,6
11,Toro Rosso,GAS,0.0,19,12,,,,18,United States,7
12,Williams,SIR,0.0,14,13,,,,18,United States,1
13,Williams,STR,0.0,15,14,,,,18,United States,1
14,Sauber,LEC,0.0,9,15,,,,18,United States,-6
15,Red Bull,RIC,0.0,4,16,,,,18,United States,-12
16,Haas F1 Team,GRO,0.0,8,17,,,,18,United States,-9
17,McLaren,ALO,0.0,13,18,,,,18,United States,-5
18,Force India,OCO,0.0,6,19,,,,18,United States,-13
19,Haas F1 Team,MAG,0.0,12,20,,,,18,United States,-8
0,Red Bull,VER,25.0,2,1,,,,19,Mexican,1
1,Ferrari,VET,18.0,4,2,,,,19,Mexican,2
2,Ferrari,RAI,15.0,6,3,,,,19,Mexican,3
3,Mercedes,HAM,12.0,3,4,,,,19,Mexican,-1
4,Mercedes,BOT,10.0,5,5,,,,19,Mexican,0
5,Renault,HUL,8.0,7,6,,,,19,Mexican,1
6,Sauber,LEC,6.0,9,7,,,,19,Mexican,2
7,McLaren,VAN,4.0,15,8,,,,19,Mexican,7
8,Sauber,ERI,2.0,10,9,,,,19,Mexican,1
9,Toro Rosso,GAS,1.0,20,10,,,,19,Mexican,10
10,Force India,OCO,0.0,11,11,,,,19,Mexican,0
11,Williams,STR,0.0,17,12,,,,19,Mexican,5
12,Williams,SIR,0.0,19,13,,,,19,Mexican,6
13,Toro Rosso,HAR,0.0,14,14,,,,19,Mexican,0
14,Haas F1 Team,MAG,0.0,16,15,,,,19,Mexican,1
15,Haas F1 Team,GRO,0.0,18,16,,,,19,Mexican,2
16,Red Bull,RIC,0.0,1,17,,,,19,Mexican,-16
17,Force India,PER,0.0,13,18,,,,19,Mexican,-5
18,Renault,SAI,0.0,8,19,,,,19,Mexican,-11
19,McLaren,ALO,0.0,12,20,,,,19,Mexican,-8
0,Mercedes,HAM,25.0,1,1,,,,20,Brazilian,0
1,Red Bull,VER,18.0,5,2,,,,20,Brazilian,3
2,Ferrari,RAI,15.0,4,3,,,,20,Brazilian,1
3,Red Bull,RIC,12.0,11,4,,,,20,Brazilian,7
4,Mercedes,BOT,10.0,3,5,,,,20,Brazilian,-2
5,Ferrari,VET,8.0,2,6,,,,20,Brazilian,-4
6,Sauber,LEC,6.0,7,7,,,,20,Brazilian,0
7,Haas F1 Team,GRO,4.0,8,8,,,,20,Brazilian,0
8,Haas F1 Team,MAG,2.0,10,9,,,,20,Brazilian,1
9,Force India,PER,1.0,12,10,,,,20,Brazilian,2
10,Toro Rosso,HAR,0.0,16,11,,,,20,Brazilian,5
11,Renault,SAI,0.0,15,12,,,,20,Brazilian,3
12,Toro Rosso,GAS,0.0,9,13,,,,20,Brazilian,-4
13,McLaren,VAN,0.0,20,14,,,,20,Brazilian,6
14,Force India,OCO,0.0,18,15,,,,20,Brazilian,3
15,Williams,SIR,0.0,14,16,,,,20,Brazilian,-2
16,McLaren,ALO,0.0,17,17,,,,20,Brazilian,0
17,Williams,STR,0.0,19,18,,,,20,Brazilian,1
18,Renault,HUL,0.0,13,19,,,,20,Brazilian,-6
19,Sauber,ERI,0.0,6,20,,,,20,Brazilian,-14
0,Mercedes,HAM,25.0,1,1,,,,21,Abu Dhabi,0
1,Ferrari,VET,18.0,3,2,,,,21,Abu Dhabi,1
2,Red Bull,VER,15.0,6,3,,,,21,Abu Dhabi,3
3,Red Bull,RIC,12.0,5,4,,,,21,Abu Dhabi,1
4,Mercedes,BOT,10.0,2,5,,,,21,Abu Dhabi,-3
5,Renault,SAI,8.0,11,6,,,,21,Abu Dhabi,5
6,Sauber,LEC,6.0,8,7,,,,21,Abu Dhabi,1
7,Force India,PER,4.0,14,8,,,,21,Abu Dhabi,6
8,Haas F1 Team,GRO,2.0,7,9,,,,21,Abu Dhabi,-2
9,Haas F1 Team,MAG,1.0,13,10,,,,21,Abu Dhabi,3
10,McLaren,ALO,0.0,15,11,,,,21,Abu Dhabi,4
11,Toro Rosso,HAR,0.0,16,12,,,,21,Abu Dhabi,4
12,Williams,STR,0.0,20,13,,,,21,Abu Dhabi,7
13,McLaren,VAN,0.0,18,14,,,,21,Abu Dhabi,4
14,Williams,SIR,0.0,19,15,,,,21,Abu Dhabi,4
15,Toro Rosso,GAS,0.0,17,16,,,,21,Abu Dhabi,1
16,Force India,OCO,0.0,9,17,,,,21,Abu Dhabi,-8
17,Sauber,ERI,0.0,12,18,,,,21,Abu Dhabi,-6
18,Ferrari,RAI,0.0,4,19,,,,21,Abu Dhabi,-15
19,Renault,HUL,0.0,10,20,,,,21,Abu Dhabi,-10
