,constructorName,driverCode,points,grid,position,grid_sprint,position_sprint,delta_sprint,round,race,delta
17,Aston Martin,ALO,0.0,13,18,,,,20,Mexico City,-5
18,Williams,ALB,0.0,9,19,,,,20,Mexico City,-10
19,RB F1 Team,TSU,0.0,11,20,,,,20,Mexico City,-9
0,Red Bull,VER,31.0,17,1,4.0,4.0,0.0,21,São Paulo,16
1,Alpine F1 Team,OCO,18.0,4,2,16.0,13.0,3.0,21,São Paulo,2
2,Alpine F1 Team,GAS,17.0,13,3,7.0,7.0,0.0,21,São Paulo,10
3,Mercedes,RUS,15.0,2,4,6.0,6.0,0.0,21,São Paulo,-2
4,Ferrari,LEC,16.0,6,5,3.0,3.0,0.0,21,São Paulo,1
5,McLaren,NOR,16.0,1,6,2.0,1.0,1.0,21,São Paulo,-5
6,RB F1 Team,TSU,6.0,3,7,17.0,15.0,2.0,21,São Paulo,-4
7,McLaren,PIA,11.0,8,8,1.0,2.0,-1.0,21,São Paulo,0
8,RB F1 Team,LAW,2.0,5,9,8.0,9.0,-1.0,21,São Paulo,-4
9,Mercedes,HAM,1.0,14,10,11.0,11.0,0.0,21,São Paulo,4
10,Red Bull,PER,1.0,12,11,13.0,8.0,5.0,21,São Paulo,1
11,Haas F1 Team,BEA,0.0,15,12,10.0,14.0,-4.0,21,São Paulo,3
12,Sauber,BOT,0.0,11,13,15.0,16.0,-1.0,21,São Paulo,-2
13,Aston Martin,ALO,0.0,9,14,0.0,18.0,-18.0,21,São Paulo,-5
14,Sauber,ZHO,0.0,19,15,0.0,17.0,-17.0,21,São Paulo,4
15,Ferrari,SAI,4.0,0,16,5.0,5.0,0.0,21,São Paulo,-16
16,Williams,COL,0.0,16,17,14.0,12.0,2.0,21,São Paulo,-1
17,Williams,ALB,0.0,7,18,9.0,10.0,-1.0,21,São Paulo,-11
18,Aston Martin,STR,0.0,10,19,0.0,19.0,-19.0,21,São Paulo,-9
19,Haas F1 Team,HUL,0.0,17,20,12.0,20.0,-8.0,21,São Paulo,-3
0,Mercedes,RUS,25.0,1,1,,,,22,Las Vegas,0
1,Mercedes,HAM,18.0,10,2,,,,22,Las Vegas,8
2,Ferrari,SAI,15.0,2,3,,,,22,Las Vegas,-1
3,Ferrari,LEC,12.0,4,4,,,,22,Las Vegas,0
4,Red Bull,VER,10.0,5,5,,,,22,Las Vegas,0
5,McLaren,NOR,9.0,6,6,,,,22,Las Vegas,0
6,McLaren,PIA,6.0,8,7,,,,22,Las Vegas,1
7,Haas F1 Team,HUL,4.0,9,8,,,,22,Las Vegas,1
8,RB F1 Team,TSU,2.0,7,9,,,,22,Las Vegas,-2
9,Red Bull,PER,1.0,15,10,,,,22,Las Vegas,5
10,Aston Martin,ALO,0.0,16,11,,,,22,Las Vegas,5
11,Haas F1 Team,MAG,0.0,12,12,,,,22,Las Vegas,0
12,Sauber,ZHO,0.0,13,13,,,,22,Las Vegas,0
13,Williams,COL,0.0,0,14,,,,22,Las Vegas,-14
14,Aston Martin,STR,0.0,18,15,,,,22,Las Vegas,3
15,RB F1 Team,LAW,0.0,14,16,,,,22,Las Vegas,-2
16,Alpine F1 Team,OCO,0.0,11,17,,,,22,Las Vegas,-6
17,Sauber,BOT,0.0,19,18,,,,22,Las Vegas,1
18,Williams,ALB,0.0,17,19,,,,22,Las Vegas,-2
19,Alpine F1 Team,GAS,0.0,3,20,,,,22,Las Vegas,-17
0,Red Bull,VER,26.0,2,1,6.0,8.0,-2.0,23,Qatar,1
1,Ferrari,LEC,22.0,5,2,5.0,5.0,0.0,23,Qatar,3
2,McLaren,PIA,23.0,4,3,3.0,1.0,2.0,23,Qatar,1
3,Mercedes,RUS,18.0,1,4,2.0,3.0,-1.0,23,Qatar,-3
4,Alpine F1 Team,GAS,10.0,11,5,8.0,9.0,-1.0,23,Qatar,6
5,Ferrari,SAI,13.0,7,6,4.0,4.0,0.0,23,Qatar,1
6,Aston Martin,ALO,6.0,8,7,11.0,11.0,0.0,23,Qatar,1
7,Sauber,ZHO,4.0,12,8,18.0,19.0,-1.0,23,Qatar,4
8,Haas F1 Team,MAG,2.0,10,9,15.0,10.0,5.0,23,Qatar,1
9,McLaren,NOR,9.0,3,10,1.0,2.0,-1.0,23,Qatar,-7
10,Sauber,BOT,0.0,13,11,13.0,12.0,1.0,23,Qatar,2
11,Mercedes,HAM,3.0,6,12,7.0,6.0,1.0,23,Qatar,-6
12,RB F1 Team,TSU,0.0,14,13,16.0,17.0,-1.0,23,Qatar,1
13,RB F1 Team,LAW,0.0,17,14,10.0,16.0,-6.0,23,Qatar,3
14,Williams,ALB,0.0,16,15,12.0,15.0,-3.0,23,Qatar,1
15,Haas F1 Team,HUL,2.0,18,16,9.0,7.0,2.0,23,Qatar,2
16,Red Bull,PER,0.0,9,17,0.0,20.0,-20.0,23,Qatar,-8
17,Aston Martin,STR,0.0,15,18,14.0,13.0,1.0,23,Qatar,-3
18,Williams,COL,0.0,19,19,0.0,18.0,-18.0,23,Qatar,0
19,Alpine F1 Team,OCO,0.0,20,20,17.0,14.0,3.0,23,Qatar,0
0,McLaren,NOR,25.0,1,1,,,,24,Abu Dhabi,0
1,Ferrari,SAI,18.0,3,2,,,,24,Abu Dhabi,1
2,Ferrari,LEC,15.0,19,3,,,,24,Abu Dhabi,16
3,Mercedes,HAM,12.0,16,4,,,,24,Abu Dhabi,12
4,Mercedes,RUS,10.0,6,5,,,,24,Abu Dhabi,1
5,Red Bull,VER,8.0,4,6,,,,24,Abu Dhabi,-2
6,Alpine F1 Team,GAS,6.0,5,7,,,,24,Abu Dhabi,-2
7,Haas F1 Team,HUL,4.0,7,8,,,,24,Abu Dhabi,-1
8,Aston Martin,ALO,2.0,8,9,,,,24,Abu Dhabi,-1
9,McLaren,PIA,1.0,2,10,,,,24,Abu Dhabi,-8
10,Williams,ALB,0.0,18,11,,,,24,Abu Dhabi,7
11,RB F1 Team,TSU,0.0,11,12,,,,24,Abu Dhabi,-1
12,Sauber,ZHO,0.0,15,13,,,,24,Abu Dhabi,2
13,Aston Martin,STR,0.0,13,14,,,,24,Abu Dhabi,-1
14,Alpine F1 Team,DOO,0.0,17,15,,,,24,Abu Dhabi,2
15,Haas F1 Team,MAG,0.0,14,16,,,,24,Abu Dhabi,-2
16,RB F1 Team,LAW,0.0,12,17,,,,24,Abu Dhabi,-5
17,Sauber,BOT,0.0,9,18,,,,24,Abu Dhabi,-9
18,Williams,COL,0.0,20,19,,,,24,Abu Dhabi,1
19,Red Bull,PER,0.0,10,20,,,,24,Abu Dhabi,-10
