,constructorName,driverCode,points,grid,position,grid_sprint,position_sprint,delta_sprint,round,race,delta
7,McLaren,PIA,4.0,6,8,,,,4,Japanese,-2
8,Mercedes,HAM,2.0,7,9,,,,4,Japanese,-2
9,RB F1 Team,TSU,1.0,10,10,,,,4,Japanese,0
10,Haas F1 Team,HUL,0.0,12,11,,,,4,Japanese,1
11,Aston Martin,STR,0.0,16,12,,,,4,Japanese,4
12,Haas F1 Team,MAG,0.0,18,13,,,,4,Japanese,5
13,Sauber,BOT,0.0,13,14,,,,4,Japanese,-1
14,Alpine F1 Team,OCO,0.0,15,15,,,,4,Japanese,0
15,Alpine F1 Team,GAS,0.0,17,16,,,,4,Japanese,1
16,Williams,SAR,0.0,19,17,,,,4,Japanese,2
17,Sauber,ZHO,0.0,20,18,,,,4,Japanese,2
18,RB F1 Team,RIC,0.0,11,19,,,,4,Japanese,-8
19,Williams,ALB,0.0,14,20,,,,4,Japanese,-6
0,Red Bull,VER,33.0,1,1,4.0,1.0,3.0,5,Chinese,0
1,McLaren,NOR,21.0,4,2,1.0,6.0,-5.0,5,Chinese,2
2,Red Bull,PER,21.0,2,3,6.0,3.0,3.0,5,Chinese,-1
3,Ferrari,LEC,17.0,6,4,7.0,4.0,3.0,5,Chinese,2
4,Ferrari,SAI,14.0,7,5,5.0,5.0,0.0,5,Chinese,2
5,Mercedes,RUS,9.0,8,6,11.0,8.0,3.0,5,Chinese,2
6,Aston Martin,ALO,7.0,3,7,3.0,20.0,-17.0,5,Chinese,-4
7,McLaren,PIA,6.0,5,8,8.0,7.0,1.0,5,Chinese,-3
8,Mercedes,HAM,9.0,18,9,2.0,2.0,0.0,5,Chinese,9
9,Haas F1 Team,HUL,1.0,9,10,13.0,19.0,-6.0,5,Chinese,-1
10,Alpine F1 Team,OCO,0.0,13,11,17.0,13.0,4.0,5,Chinese,2
11,Williams,ALB,0.0,14,12,18.0,17.0,1.0,5,Chinese,2
12,Alpine F1 Team,GAS,0.0,15,13,16.0,15.0,1.0,5,Chinese,2
13,Sauber,ZHO,0.0,16,14,10.0,9.0,1.0,5,Chinese,2
14,Aston Martin,STR,0.0,11,15,15.0,14.0,1.0,5,Chinese,-4
15,Haas F1 Team,MAG,0.0,17,16,12.0,10.0,2.0,5,Chinese,1
16,Williams,SAR,0.0,20,17,20.0,18.0,2.0,5,Chinese,3
17,RB F1 Team,RIC,0.0,12,18,14.0,11.0,3.0,5,Chinese,-6
18,RB F1 Team,TSU,0.0,19,19,19.0,16.0,3.0,5,Chinese,0
19,Sauber,BOT,0.0,10,20,9.0,12.0,-3.0,5,Chinese,-10
0,McLaren,NOR,25.0,5,1,9.0,20.0,-11.0,6,Miami,4
1,Red Bull,VER,26.0,1,2,1.0,1.0,0.0,6,Miami,-1
2,Ferrari,LEC,22.0,2,3,2.0,2.0,0.0,6,Miami,-1
3,Red Bull,PER,18.0,4,4,3.0,3.0,0.0,6,Miami,0
4,Ferrari,SAI,14.0,3,5,5.0,5.0,0.0,6,Miami,-2
5,Mercedes,HAM,8.0,8,6,12.0,16.0,-4.0,6,Miami,2
6,RB F1 Team,TSU,7.0,10,7,15.0,8.0,7.0,6,Miami,3
7,Mercedes,RUS,4.0,7,8,11.0,12.0,-1.0,6,Miami,-1
8,Aston Martin,ALO,2.0,15,9,8.0,17.0,-9.0,6,Miami,6
9,Alpine F1 Team,OCO,1.0,13,10,13.0,15.0,-2.0,6,Miami,3
10,Haas F1 Team,HUL,2.0,9,11,10.0,7.0,3.0,6,Miami,-2
11,Alpine F1 Team,GAS,0.0,12,12,16.0,9.0,7.0,6,Miami,0
12,McLaren,PIA,3.0,6,13,6.0,6.0,0.0,6,Miami,-7
13,Sauber,ZHO,0.0,19,14,17.0,11.0,6.0,6,Miami,5
14,RB F1 Team,RIC,5.0,20,15,4.0,4.0,0.0,6,Miami,5
15,Sauber,BOT,0.0,16,16,19.0,14.0,5.0,6,Miami,0
16,Aston Martin,STR,0.0,11,17,7.0,19.0,-12.0,6,Miami,-6
17,Williams,ALB,0.0,14,18,20.0,13.0,7.0,6,Miami,-4
18,Haas F1 Team,MAG,0.0,18,19,14.0,18.0,-4.0,6,Miami,-1
19,Williams,SAR,0.0,17,20,18.0,10.0,8.0,6,Miami,-3
0,Red Bull,VER,25.0,1,1,,,,7,Emilia Romagna,0
1,McLaren,NOR,18.0,2,2,,,,7,Emilia Romagna,0
2,Ferrari,LEC,15.0,3,3,,,,7,Emilia Romagna,0
3,McLaren,PIA,12.0,5,4,,,,7,Emilia Romagna,1
4,Ferrari,SAI,10.0,4,5,,,,7,Emilia Romagna,-1
5,Mercedes,HAM,8.0,8,6,,,,7,Emilia Romagna,2
6,Mercedes,RUS,7.0,6,7,,,,7,Emilia Romagna,-1
7,Red Bull,PER,4.0,11,8,,,,7,Emilia Romagna,3
8,Aston Martin,STR,2.0,13,9,,,,7,Emilia Romagna,4
9,RB F1 Team,TSU,1.0,7,10,,,,7,Emilia Romagna,-3
10,Haas F1 Team,HUL,0.0,10,11,,,,7,Emilia Romagna,-1
11,Haas F1 Team,MAG,0.0,18,12,,,,7,Emilia Romagna,6
12,RB F1 Team,RIC,0.0,9,13,,,,7,Emilia Romagna,-4
13,Alpine F1 Team,OCO,0.0,12,14,,,,7,Emilia Romagna,-2
14,Sauber,ZHO,0.0,17,15,,,,7,Emilia Romagna,2
15,Alpine F1 Team,GAS,0.0,15,16,,,,7,Emilia Romagna,-1
16,Williams,SAR,0.0,19,17,,,,7,Emilia Romagna,2
17,Sauber,BOT,0.0,16,18,,,,7,Emilia Romagna,-2
18,Aston Martin,ALO,0.0,20,19,,,,7,Emilia Romagna,1
19,Williams,ALB,0.0,14,20,,,,7,Emilia Romagna,-6
0,Ferrari,LEC,25.0,1,1,,,,8,Monaco,0
1,McLaren,PIA,18.0,2,2,,,,8,Monaco,0
2,Ferrari,SAI,15.0,3,3,,,,8,Monaco,0
3,McLaren,NOR,12.0,4,4,,,,8,Monaco,0
4,Mercedes,RUS,10.0,5,5,,,,8,Monaco,0
5,Red Bull,VER,8.0,6,6,,,,8,Monaco,0
6,Mercedes,HAM,7.0,7,7,,,,8,Monaco,0
7,RB F1 Team,TSU,4.0,8,8,,,,8,Monaco,0
8,Williams,ALB,2.0,9,9,,,,8,Monaco,0
9,Alpine F1 Team,GAS,1.0,10,10,,,,8,Monaco,0
10,Aston Martin,ALO,0.0,14,11,,,,8,Monaco,3
11,RB F1 Team,RIC,0.0,12,12,,,,8,Monaco,0
12,Sauber,BOT,0.0,17,13,,,,8,Monaco,4
13,Aston Martin,STR,0.0,13,14,,,,8,Monaco,-1
14,Williams,SAR,0.0,15,15,,,,8,Monaco,0
15,Sauber,ZHO,0.0,18,16,,,,8,Monaco,2
16,Alpine F1 Team,OCO,0.0,11,17,,,,8,Monaco,-6
17,Red Bull,PER,0.0,16,18,,,,8,Monaco,-2
18,Haas F1 Team,HUL,0.0,19,19,,,,8,Monaco,0
19,Haas F1 Team,MAG,0.0,20,20,,,,8,Monaco,0
0,Red Bull,VER,25.0,2,1,,,,9,Canadian,1
1,McLaren,NOR,18.0,3,2,,,,9,Canadian,1
2,Mercedes,RUS,15.0,1,3,,,,9,Canadian,-2
3,Mercedes,HAM,13.0,7,4,,,,9,Canadian,3
4,McLaren,PIA,10.0,4,5,,,,9,Canadian,-1
5,Aston Martin,ALO,8.0,6,6,,,,9,Canadian,0
6,Aston Martin,STR,6.0,9,7,,,,9,Canadian,2
7,RB F1 Team,RIC,4.0,5,8,,,,9,Canadian,-3
8,Alpine F1 Team,GAS,2.0,15,9,,,,9,Canadian,6
9,Alpine F1 Team,OCO,1.0,18,10,,,,9,Canadian,8
10,Haas F1 Team,HUL,0.0,17,11,,,,9,Canadian,6
11,Haas F1 Team,MAG,0.0,14,12,,,,9,Canadian,2
12,Sauber,BOT,0.0,0,13,,,,9,Canadian,-13
13,RB F1 Team,TSU,0.0,8,14,,,,9,Canadian,-6
14,Sauber,ZHO,0.0,0,15,,,,9,Canadian,-15
15,Ferrari,SAI,0.0,12,16,,,,9,Canadian,-4
16,Williams,ALB,0.0,10,17,,,,9,Canadian,-7
17,Red Bull,PER,0.0,16,18,,,,9,Canadian,-2
18,Ferrari,LEC,0.0,11,19,,,,9,Canadian,-8
19,Williams,SAR,0.0,13,20,,,,9,Canadian,-7
0,Red Bull,VER,25.0,2,1,,,,10,Spanish,1
1,McLaren,NOR,19.0,1,2,,,,10,Spanish,-1
2,Mercedes,HAM,15.0,3,3,,,,10,Spanish,0
3,Mercedes,RUS,12.0,4,4,,,,10,Spanish,0
4,Ferrari,LEC,10.0,5,5,,,,10,Spanish,0
5,Ferrari,SAI,8.0,6,6,,,,10,Spanish,0
6,McLaren,PIA,6.0,9,7,,,,10,Spanish,2
7,Red Bull,PER,4.0,11,8,,,,10,Spanish,3
8,Alpine F1 Team,GAS,2.0,7,9,,,,10,Spanish,-2
9,Alpine F1 Team,OCO,1.0,8,10,,,,10,Spanish,-2
10,Haas F1 Team,HUL,0.0,13,11,,,,10,Spanish,2
11,Aston Martin,ALO,0.0,10,12,,,,10,Spanish,-2
12,Sauber,ZHO,0.0,15,13,,,,10,Spanish,2
13,Aston Martin,STR,0.0,14,14,,,,10,Spanish,0
14,RB F1 Team,RIC,0.0,18,15,,,,10,Spanish,3
15,Sauber,BOT,0.0,12,16,,,,10,Spanish,-4
16,Haas F1 Team,MAG,0.0,16,17,,,,10,Spanish,-1
17,Williams,ALB,0.0,0,18,,,,10,Spanish,-18
18,RB F1 Team,TSU,0.0,17,19,,,,10,Spanish,-2
19,Williams,SAR,0.0,19,20,,,,10,Spanish,-1
0,Mercedes,RUS,30.0,3,1,4.0,4.0,0.0,11,Austrian,2
1,McLaren,PIA,25.0,7,2,3.0,2.0,1.0,11,Austrian,5
2,Ferrari,SAI,19.0,4,3,5.0,5.0,0.0,11,Austrian,1
3,Mercedes,HAM,15.0,5,4,6.0,6.0,0.0,11,Austrian,1
4,Red Bull,VER,18.0,1,5,1.0,1.0,0.0,11,Austrian,-4
5,Haas F1 Team,HUL,8.0,9,6,17.0,19.0,-2.0,11,Austrian,3
6,Red Bull,PER,7.0,8,7,7.0,8.0,-1.0,11,Austrian,1
7,Haas F1 Team,MAG,4.0,12,8,11.0,9.0,2.0,11,Austrian,4
8,RB F1 Team,RIC,2.0,11,9,16.0,14.0,2.0,11,Austrian,2
9,Alpine F1 Team,GAS,1.0,13,10,9.0,12.0,-3.0,11,Austrian,3
10,Ferrari,LEC,2.0,6,11,10.0,7.0,3.0,11,Austrian,-5
11,Alpine F1 Team,OCO,0.0,10,12,8.0,11.0,-3.0,11,Austrian,-2
12,Aston Martin,STR,0.0,17,13,12.0,10.0,2.0,11,Austrian,4
13,RB F1 Team,TSU,0.0,14,14,14.0,13.0,1.0,11,Austrian,0
14,Williams,ALB,0.0,16,15,0.0,17.0,-17.0,11,Austrian,1
15,Sauber,BOT,0.0,18,16,18.0,18.0,0.0,11,Austrian,2
16,Sauber,ZHO,0.0,20,17,19.0,20.0,-1.0,11,Austrian,3
17,Aston Martin,ALO,0.0,15,18,13.0,15.0,-2.0,11,Austrian,-3
18,Williams,SAR,0.0,19,19,15.0,16.0,-1.0,11,Austrian,0
19,McLaren,NOR,6.0,2,20,2.0,3.0,-1.0,11,Austrian,-18
0,Mercedes,HAM,25.0,2,1,,,,12,British,1
1,Red Bull,VER,18.0,4,2,,,,12,British,2
2,McLaren,NOR,15.0,3,3,,,,12,British,0
3,McLaren,PIA,12.0,5,4,,,,12,British,1
4,Ferrari,SAI,11.0,7,5,,,,12,British,2
5,Haas F1 Team,HUL,8.0,6,6,,,,12,British,0
6,Aston Martin,STR,6.0,8,7,,,,12,British,1
7,Aston Martin,ALO,4.0,10,8,,,,12,British,2
8,Williams,ALB,2.0,9,9,,,,12,British,0
9,RB F1 Team,TSU,1.0,13,10,,,,12,British,3
10,Williams,SAR,0.0,12,11,,,,12,British,1
11,Haas F1 Team,MAG,0.0,17,12,,,,12,British,5
12,RB F1 Team,RIC,0.0,15,13,,,,12,British,2
13,Ferrari,LEC,0.0,11,14,,,,12,British,-3
14,Sauber,BOT,0.0,16,15,,,,12,British,1
15,Alpine F1 Team,OCO,0.0,18,16,,,,12,British,2
16,Red Bull,PER,0.0,0,17,,,,12,British,-17
17,Sauber,ZHO,0.0,14,18,,,,12,British,-4
18,Mercedes,RUS,0.0,1,19,,,,12,British,-18
19,Alpine F1 Team,GAS,0.0,19,20,,,,12,British,-1
0,McLaren,PIA,25.0,2,1,,,,13,Hungarian,1
1,McLaren,NOR,18.0,1,2,,,,13,Hungarian,-1
2,Mercedes,HAM,15.0,5,3,,,,13,Hungarian,2
3,Ferrari,LEC,12.0,6,4,,,,13,Hungarian,2
4,Red Bull,VER,10.0,3,5,,,,13,Hungarian,-2
5,Ferrari,SAI,8.0,4,6,,,,13,Hungarian,-2
6,Red Bull,PER,6.0,16,7,,,,13,Hungarian,9
7,Mercedes,RUS,5.0,17,8,,,,13,Hungarian,9
8,RB F1 Team,TSU,2.0,10,9,,,,13,Hungarian,1
9,Aston Martin,STR,1.0,8,10,,,,13,Hungarian,-2
10,Aston Martin,ALO,0.0,7,11,,,,13,Hungarian,-4
11,RB F1 Team,RIC,0.0,9,12,,,,13,Hungarian,-3
12,Haas F1 Team,HUL,0.0,11,13,,,,13,Hungarian,-2
13,Williams,ALB,0.0,13,14,,,,13,Hungarian,-1
14,Haas F1 Team,MAG,0.0,15,15,,,,13,Hungarian,0
15,Sauber,BOT,0.0,12,16,,,,13,Hungarian,-4
16,Williams,SAR,0.0,14,17,,,,13,Hungarian,-3
17,Alpine F1 Team,OCO,0.0,19,18,,,,13,Hungarian,1
18,Sauber,ZHO,0.0,18,19,,,,13,Hungarian,-1
19,Alpine F1 Team,GAS,0.0,0,20,,,,13,Hungarian,-20
0,Mercedes,HAM,25.0,3,1,,,,14,Belgian,2
1,McLaren,PIA,18.0,5,2,,,,14,Belgian,3
2,Ferrari,LEC,15.0,1,3,,,,14,Belgian,-2
3,Red Bull,VER,12.0,11,4,,,,14,Belgian,7
4,McLaren,NOR,10.0,4,5,,,,14,Belgian,-1
5,Ferrari,SAI,8.0,7,6,,,,14,Belgian,1
6,Red Bull,PER,7.0,2,7,,,,14,Belgian,-5
7,Aston Martin,ALO,4.0,8,8,,,,14,Belgian,0
8,Alpine F1 Team,OCO,2.0,9,9,,,,14,Belgian,0
9,RB F1 Team,RIC,1.0,13,10,,,,14,Belgian,3
10,Aston Martin,STR,0.0,15,11,,,,14,Belgian,4
11,Williams,ALB,0.0,10,12,,,,14,Belgian,-2
12,Alpine F1 Team,GAS,0.0,12,13,,,,14,Belgian,-1
13,Haas F1 Team,MAG,0.0,17,14,,,,14,Belgian,3
14,Sauber,BOT,0.0,14,15,,,,14,Belgian,-1
15,RB F1 Team,TSU,0.0,20,16,,,,14,Belgian,4
16,Williams,SAR,0.0,18,17,,,,14,Belgian,1
17,Haas F1 Team,HUL,0.0,16,18,,,,14,Belgian,-2
18,Sauber,ZHO,0.0,19,19,,,,14,Belgian,0
19,Mercedes,RUS,0.0,6,20,,,,14,Belgian,-14
0,McLaren,NOR,26.0,1,1,,,,15,Dutch,0
1,Red Bull,VER,18.0,2,2,,,,15,Dutch,0
2,Ferrari,LEC,15.0,6,3,,,,15,Dutch,3
3,McLaren,PIA,12.0,3,4,,,,15,Dutch,-1
4,Ferrari,SAI,10.0,10,5,,,,15,Dutch,5
5,Red Bull,PER,8.0,5,6,,,,15,Dutch,-1
6,Mercedes,RUS,6.0,4,7,,,,15,Dutch,-3
7,Mercedes,HAM,4.0,14,8,,,,15,Dutch,6
8,Alpine F1 Team,GAS,2.0,9,9,,,,15,Dutch,0
9,Aston Martin,ALO,1.0,7,10,,,,15,Dutch,-3
10,Haas F1 Team,HUL,0.0,12,11,,,,15,Dutch,1
11,RB F1 Team,RIC,0.0,13,12,,,,15,Dutch,1
12,Aston Martin,STR,0.0,8,13,,,,15,Dutch,-5
13,Williams,ALB,0.0,19,14,,,,15,Dutch,5
14,Alpine F1 Team,OCO,0.0,15,15,,,,15,Dutch,0
15,Williams,SAR,0.0,18,16,,,,15,Dutch,2
16,RB F1 Team,TSU,0.0,11,17,,,,15,Dutch,-6
17,Haas F1 Team,MAG,0.0,0,18,,,,15,Dutch,-18
18,Sauber,BOT,0.0,16,19,,,,15,Dutch,-3
19,Sauber,ZHO,0.0,17,20,,,,15,Dutch,-3
0,Ferrari,LEC,25.0,4,1,,,,16,Italian,3
1,McLaren,PIA,18.0,2,2,,,,16,Italian,0
2,McLaren,NOR,16.0,1,3,,,,16,Italian,-2
3,Ferrari,SAI,12.0,5,4,,,,16,Italian,1
4,Mercedes,HAM,10.0,6,5,,,,16,Italian,1
5,Red Bull,VER,8.0,7,6,,,,16,Italian,1
6,Mercedes,RUS,6.0,3,7,,,,16,Italian,-4
7,Red Bull,PER,4.0,8,8,,,,16,Italian,0
8,Williams,ALB,2.0,9,9,,,,16,Italian,0
9,Haas F1 Team,MAG,1.0,13,10,,,,16,Italian,3
10,Aston Martin,ALO,0.0,11,11,,,,16,Italian,0
11,Williams,COL,0.0,18,12,,,,16,Italian,6
12,RB F1 Team,RIC,0.0,12,13,,,,16,Italian,-1
13,Alpine F1 Team,OCO,0.0,15,14,,,,16,Italian,1
14,Alpine F1 Team,GAS,0.0,14,15,,,,16,Italian,-1
15,Sauber,BOT,0.0,19,16,,,,16,Italian,3
16,Haas F1 Team,HUL,0.0,10,17,,,,16,Italian,-7
17,Sauber,ZHO,0.0,20,18,,,,16,Italian,2
18,Aston Martin,STR,0.0,17,19,,,,16,Italian,-2
19,RB F1 Team,TSU,0.0,16,20,,,,16,Italian,-4
0,McLaren,PIA,25.0,2,1,,,,17,Azerbaijan,1
1,Ferrari,LEC,18.0,1,2,,,,17,Azerbaijan,-1
2,Mercedes,RUS,15.0,5,3,,,,17,Azerbaijan,2
3,McLaren,NOR,13.0,15,4,,,,17,Azerbaijan,11
4,Red Bull,VER,10.0,6,5,,,,17,Azerbaijan,1
5,Aston Martin,ALO,8.0,7,6,,,,17,Azerbaijan,1
6,Williams,ALB,6.0,9,7,,,,17,Azerbaijan,2
7,Williams,COL,4.0,8,8,,,,17,Azerbaijan,0
8,Mercedes,HAM,2.0,0,9,,,,17,Azerbaijan,-9
9,Haas F1 Team,BEA,1.0,10,10,,,,17,Azerbaijan,0
10,Haas F1 Team,HUL,0.0,12,11,,,,17,Azerbaijan,1
11,Alpine F1 Team,GAS,0.0,18,12,,,,17,Azerbaijan,6
12,RB F1 Team,RIC,0.0,14,13,,,,17,Azerbaijan,1
13,Sauber,ZHO,0.0,17,14,,,,17,Azerbaijan,3
14,Alpine F1 Team,OCO,0.0,0,15,,,,17,Azerbaijan,-15
15,Sauber,BOT,0.0,16,16,,,,17,Azerbaijan,0
16,Red Bull,PER,0.0,4,17,,,,17,Azerbaijan,-13
17,Ferrari,SAI,0.0,3,18,,,,17,Azerbaijan,-15
18,Aston Martin,STR,0.0,13,19,,,,17,Azerbaijan,-6
19,RB F1 Team,TSU,0.0,11,20,,,,17,Azerbaijan,-9
0,McLaren,NOR,25.0,1,1,,,,18,Singapore,0
1,Red Bull,VER,18.0,2,2,,,,18,Singapore,0
2,McLaren,PIA,15.0,5,3,,,,18,Singapore,2
3,Mercedes,RUS,12.0,4,4,,,,18,Singapore,0
4,Ferrari,LEC,10.0,9,5,,,,18,Singapore,4
5,Mercedes,HAM,8.0,3,6,,,,18,Singapore,-3
6,Ferrari,SAI,6.0,10,7,,,,18,Singapore,3
7,Aston Martin,ALO,4.0,7,8,,,,18,Singapore,-1
8,Haas F1 Team,HUL,2.0,6,9,,,,18,Singapore,-3
9,Red Bull,PER,1.0,13,10,,,,18,Singapore,3
10,Williams,COL,0.0,12,11,,,,18,Singapore,1
11,RB F1 Team,TSU,0.0,8,12,,,,18,Singapore,-4
12,Alpine F1 Team,OCO,0.0,15,13,,,,18,Singapore,2
13,Aston Martin,STR,0.0,17,14,,,,18,Singapore,3
14,Sauber,ZHO,0.0,20,15,,,,18,Singapore,5
15,Sauber,BOT,0.0,19,16,,,,18,Singapore,3
16,Alpine F1 Team,GAS,0.0,18,17,,,,18,Singapore,1
17,RB F1 Team,RIC,0.0,16,18,,,,18,Singapore,-2
18,Haas F1 Team,MAG,0.0,14,19,,,,18,Singapore,-5
19,Williams,ALB,0.0,11,20,,,,18,Singapore,-9
0,Ferrari,LEC,30.0,4,1,3.0,4.0,-1.0,19,United States,3
1,Ferrari,SAI,25.0,3,2,5.0,2.0,3.0,19,United States,1
2,Red Bull,VER,23.0,2,3,1.0,1.0,0.0,19,United States,-1
3,McLaren,NOR,18.0,1,4,4.0,3.0,1.0,19,United States,-3
4,McLaren,PIA,10.0,5,5,16.0,10.0,6.0,19,United States,0
5,Mercedes,RUS,12.0,20,6,2.0,5.0,-3.0,19,United States,14
6,Red Bull,PER,6.0,9,7,11.0,9.0,2.0,19,United States,2
7,Haas F1 Team,HUL,5.0,11,8,6.0,8.0,-2.0,19,United States,3
8,RB F1 Team,LAW,2.0,19,9,15.0,16.0,-1.0,19,United States,10
9,Williams,COL,1.0,15,10,10.0,12.0,-2.0,19,United States,5
10,Haas F1 Team,MAG,2.0,8,11,8.0,7.0,1.0,19,United States,-3
11,Alpine F1 Team,GAS,0.0,6,12,12.0,14.0,-2.0,19,United States,-6
12,Aston Martin,ALO,0.0,7,13,14.0,18.0,-4.0,19,United States,-6
13,RB F1 Team,TSU,0.0,10,14,9.0,11.0,-2.0,19,United States,-4
14,Aston Martin,STR,0.0,13,15,13.0,13.0,0.0,19,United States,-2
15,Williams,ALB,0.0,14,16,0.0,17.0,-17.0,19,United States,-2
16,Sauber,BOT,0.0,16,17,18.0,20.0,-2.0,19,United States,-1
17,Alpine F1 Team,OCO,0.0,12,18,17.0,15.0,2.0,19,United States,-6
18,Sauber,ZHO,0.0,18,19,19.0,19.0,0.0,19,United States,-1
19,Mercedes,HAM,3.0,17,20,7.0,6.0,1.0,19,United States,-3
0,Ferrari,SAI,25.0,1,1,,,,20,Mexico City,0
1,McLaren,NOR,18.0,3,2,,,,20,Mexico City,1
2,Ferrari,LEC,16.0,4,3,,,,20,Mexico City,1
3,Mercedes,HAM,12.0,6,4,,,,20,Mexico City,2
4,Mercedes,RUS,10.0,5,5,,,,20,Mexico City,0
5,Red Bull,VER,8.0,2,6,,,,20,Mexico City,-4
6,Haas F1 Team,MAG,6.0,7,7,,,,20,Mexico City,0
7,McLaren,PIA,4.0,17,8,,,,20,Mexico City,9
8,Haas F1 Team,HUL,2.0,10,9,,,,20,Mexico City,1
9,Alpine F1 Team,GAS,1.0,8,10,,,,20,Mexico City,-2
10,Aston Martin,STR,0.0,14,11,,,,20,Mexico City,3
11,Williams,COL,0.0,16,12,,,,20,Mexico City,4
12,Alpine F1 Team,OCO,0.0,0,13,,,,20,Mexico City,-13
13,Sauber,BOT,0.0,15,14,,,,20,Mexico City,1
14,Sauber,ZHO,0.0,19,15,,,,20,Mexico City,4
15,RB F1 Team,LAW,0.0,12,16,,,,20,Mexico City,-4
16,Red Bull,PER,0.0,18,17,,,,20,Mexico City,1
