DriverNumber,DriverId,TeamId,Position,GridPosition,Time,Status,Points,season,round,circuitId
9,ericsson,caterham,20.0,19.0,187.743,+2 Laps,0.0,2014,5,catalunya
10,kobayashi,caterham,21.0,20.0,187.743,Brakes,0.0,2014,5,catalunya
25,vergne,toro_rosso,22.0,21.0,187.743,Exhaust,0.0,2014,5,catalunya
6,rosberg,mercedes,1.0,1.0,0.0,Finished,25.0,2014,6,monaco
44,hamilton,mercedes,2.0,2.0,9.21,Finished,18.0,2014,6,monaco
3,ricciardo,red_bull,3.0,3.0,9.614,Finished,15.0,2014,6,monaco
14,alonso,ferrari,4.0,5.0,32.452,Finished,12.0,2014,6,monaco
27,hulkenberg,force_india,5.0,11.0,132.452,+1 Lap,10.0,2014,6,monaco
22,button,mclaren,6.0,12.0,132.452,+1 Lap,8.0,2014,6,monaco
19,massa,williams,7.0,16.0,132.452,+1 Lap,6.0,2014,6,monaco
8,grosjean,lotus_f1,8.0,14.0,132.452,+1 Lap,4.0,2014,6,monaco
17,jules_bianchi,marussia,9.0,21.0,132.452,+1 Lap,2.0,2014,6,monaco
20,kevin_magnussen,mclaren,10.0,8.0,132.452,+1 Lap,1.0,2014,6,monaco
9,ericsson,caterham,11.0,22.0,132.452,+1 Lap,0.0,2014,6,monaco
7,raikkonen,ferrari,12.0,6.0,132.452,+1 Lap,0.0,2014,6,monaco
10,kobayashi,caterham,13.0,20.0,132.452,+2 Laps,0.0,2014,6,monaco
4,chilton,marussia,14.0,19.0,132.452,+3 Laps,0.0,2014,6,monaco
21,gutierrez,sauber,15.0,17.0,132.452,Accident,0.0,2014,6,monaco
77,bottas,williams,16.0,13.0,132.452,Engine,0.0,2014,6,monaco
25,vergne,toro_rosso,17.0,7.0,132.452,Engine,0.0,2014,6,monaco
99,sutil,sauber,18.0,18.0,132.452,Accident,0.0,2014,6,monaco
26,kvyat,toro_rosso,19.0,9.0,132.452,Mechanical,0.0,2014,6,monaco
1,vettel,red_bull,20.0,4.0,132.452,Turbo,0.0,2014,6,monaco
11,perez,force_india,21.0,10.0,132.452,Collision,0.0,2014,6,monaco
13,maldonado,lotus_f1,22.0,15.0,132.452,Withdrew,0.0,2014,6,monaco
3,ricciardo,red_bull,1.0,6.0,0.0,Finished,25.0,2014,7,villeneuve
6,rosberg,mercedes,2.0,1.0,4.236,Finished,18.0,2014,7,villeneuve
1,vettel,red_bull,3.0,3.0,5.247,Finished,15.0,2014,7,villeneuve
22,button,mclaren,4.0,9.0,11.755,Finished,12.0,2014,7,villeneuve
27,hulkenberg,force_india,5.0,11.0,12.843,Finished,10.0,2014,7,villeneuve
14,alonso,ferrari,6.0,7.0,14.869,Finished,8.0,2014,7,villeneuve
77,bottas,williams,7.0,4.0,23.578,Finished,6.0,2014,7,villeneuve
25,vergne,toro_rosso,8.0,8.0,28.026,Finished,4.0,2014,7,villeneuve
20,kevin_magnussen,mclaren,9.0,12.0,29.254,Finished,2.0,2014,7,villeneuve
7,raikkonen,ferrari,10.0,10.0,53.678,Finished,1.0,2014,7,villeneuve
11,perez,force_india,11.0,13.0,153.678,Collision,0.0,2014,7,villeneuve
19,massa,williams,12.0,5.0,153.678,Collision,0.0,2014,7,villeneuve
99,sutil,sauber,13.0,16.0,153.678,+1 Lap,0.0,2014,7,villeneuve
21,gutierrez,sauber,14.0,22.0,153.678,ERS,0.0,2014,7,villeneuve
8,grosjean,lotus_f1,15.0,14.0,153.678,Rear wing,0.0,2014,7,villeneuve
26,kvyat,toro_rosso,16.0,15.0,153.678,Drivetrain,0.0,2014,7,villeneuve
44,hamilton,mercedes,17.0,2.0,153.678,Brakes,0.0,2014,7,villeneuve
10,kobayashi,caterham,18.0,21.0,153.678,Suspension,0.0,2014,7,villeneuve
13,maldonado,lotus_f1,19.0,17.0,153.678,Power Unit,0.0,2014,7,villeneuve
9,ericsson,caterham,20.0,20.0,153.678,Turbo,0.0,2014,7,villeneuve
4,chilton,marussia,21.0,18.0,153.678,Collision,0.0,2014,7,villeneuve
17,jules_bianchi,marussia,22.0,19.0,153.678,Collision,0.0,2014,7,villeneuve
6,rosberg,mercedes,1.0,3.0,0.0,Finished,25.0,2014,8,red_bull_ring
44,hamilton,mercedes,2.0,9.0,1.932,Finished,18.0,2014,8,red_bull_ring
77,bottas,williams,3.0,2.0,8.172,Finished,15.0,2014,8,red_bull_ring
19,massa,williams,4.0,1.0,17.358,Finished,12.0,2014,8,red_bull_ring
14,alonso,ferrari,5.0,4.0,18.553,Finished,10.0,2014,8,red_bull_ring
11,perez,force_india,6.0,15.0,28.546,Finished,8.0,2014,8,red_bull_ring
20,kevin_magnussen,mclaren,7.0,6.0,32.031,Finished,6.0,2014,8,red_bull_ring
3,ricciardo,red_bull,8.0,5.0,43.522,Finished,4.0,2014,8,red_bull_ring
27,hulkenberg,force_india,9.0,10.0,44.137,Finished,2.0,2014,8,red_bull_ring
7,raikkonen,ferrari,10.0,8.0,47.777,Finished,1.0,2014,8,red_bull_ring
22,button,mclaren,11.0,11.0,50.966,Finished,0.0,2014,8,red_bull_ring
13,maldonado,lotus_f1,12.0,13.0,150.966,+1 Lap,0.0,2014,8,red_bull_ring
99,sutil,sauber,13.0,16.0,150.966,+1 Lap,0.0,2014,8,red_bull_ring
8,grosjean,lotus_f1,14.0,22.0,150.966,+1 Lap,0.0,2014,8,red_bull_ring
17,jules_bianchi,marussia,15.0,18.0,150.966,+2 Laps,0.0,2014,8,red_bull_ring
10,kobayashi,caterham,16.0,19.0,150.966,+2 Laps,0.0,2014,8,red_bull_ring
4,chilton,marussia,17.0,21.0,150.966,+2 Laps,0.0,2014,8,red_bull_ring
9,ericsson,caterham,18.0,20.0,150.966,+2 Laps,0.0,2014,8,red_bull_ring
21,gutierrez,sauber,19.0,17.0,150.966,+2 Laps,0.0,2014,8,red_bull_ring
25,vergne,toro_rosso,20.0,14.0,150.966,Brakes,0.0,2014,8,red_bull_ring
1,vettel,red_bull,21.0,12.0,150.966,Electrical,0.0,2014,8,red_bull_ring
26,kvyat,toro_rosso,22.0,7.0,150.966,Suspension,0.0,2014,8,red_bull_ring
44,hamilton,mercedes,1.0,6.0,0.0,Finished,25.0,2014,9,silverstone
77,bottas,williams,2.0,14.0,30.135,Finished,18.0,2014,9,silverstone
3,ricciardo,red_bull,3.0,8.0,46.495,Finished,15.0,2014,9,silverstone
22,button,mclaren,4.0,3.0,47.39,Finished,12.0,2014,9,silverstone
1,vettel,red_bull,5.0,2.0,53.864,Finished,10.0,2014,9,silverstone
14,alonso,ferrari,6.0,16.0,59.946,Finished,8.0,2014,9,silverstone
20,kevin_magnussen,mclaren,7.0,5.0,62.563,Finished,6.0,2014,9,silverstone
27,hulkenberg,force_india,8.0,4.0,88.692,Finished,4.0,2014,9,silverstone
26,kvyat,toro_rosso,9.0,9.0,89.34,Finished,2.0,2014,9,silverstone
25,vergne,toro_rosso,10.0,10.0,189.34,+1 Lap,1.0,2014,9,silverstone
11,perez,force_india,11.0,7.0,189.34,+1 Lap,0.0,2014,9,silverstone
8,grosjean,lotus_f1,12.0,11.0,189.34,+1 Lap,0.0,2014,9,silverstone
99,sutil,sauber,13.0,13.0,189.34,+1 Lap,0.0,2014,9,silverstone
17,jules_bianchi,marussia,14.0,12.0,189.34,+1 Lap,0.0,2014,9,silverstone
10,kobayashi,caterham,15.0,22.0,189.34,+2 Laps,0.0,2014,9,silverstone
4,chilton,marussia,16.0,17.0,189.34,+2 Laps,0.0,2014,9,silverstone
13,maldonado,lotus_f1,17.0,20.0,189.34,+3 Laps,0.0,2014,9,silverstone
6,rosberg,mercedes,18.0,1.0,189.34,Gearbox,0.0,2014,9,silverstone
9,ericsson,caterham,19.0,21.0,189.34,Suspension,0.0,2014,9,silverstone
21,gutierrez,sauber,20.0,19.0,189.34,Collision,0.0,2014,9,silverstone
19,massa,williams,21.0,15.0,189.34,Collision,0.0,2014,9,silverstone
7,raikkonen,ferrari,22.0,18.0,189.34,Collision,0.0,2014,9,silverstone
6,rosberg,mercedes,1.0,1.0,0.0,Finished,25.0,2014,10,hockenheimring
77,bottas,williams,2.0,2.0,20.789,Finished,18.0,2014,10,hockenheimring
44,hamilton,mercedes,3.0,20.0,22.53,Finished,15.0,2014,10,hockenheimring
1,vettel,red_bull,4.0,6.0,44.014,Finished,12.0,2014,10,hockenheimring
14,alonso,ferrari,5.0,7.0,52.467,Finished,10.0,2014,10,hockenheimring
3,ricciardo,red_bull,6.0,5.0,52.549,Finished,8.0,2014,10,hockenheimring
27,hulkenberg,force_india,7.0,9.0,64.178,Finished,6.0,2014,10,hockenheimring
22,button,mclaren,8.0,11.0,84.711,Finished,4.0,2014,10,hockenheimring
20,kevin_magnussen,mclaren,9.0,4.0,184.711,+1 Lap,2.0,2014,10,hockenheimring
11,perez,force_india,10.0,10.0,184.711,+1 Lap,1.0,2014,10,hockenheimring
7,raikkonen,ferrari,11.0,12.0,184.711,+1 Lap,0.0,2014,10,hockenheimring
13,maldonado,lotus_f1,12.0,18.0,184.711,+1 Lap,0.0,2014,10,hockenheimring
25,vergne,toro_rosso,13.0,13.0,184.711,+1 Lap,0.0,2014,10,hockenheimring
21,gutierrez,sauber,14.0,16.0,184.711,+1 Lap,0.0,2014,10,hockenheimring
17,jules_bianchi,marussia,15.0,17.0,184.711,+1 Lap,0.0,2014,10,hockenheimring
10,kobayashi,caterham,16.0,19.0,184.711,+2 Laps,0.0,2014,10,hockenheimring
4,chilton,marussia,17.0,21.0,184.711,+2 Laps,0.0,2014,10,hockenheimring
9,ericsson,caterham,18.0,22.0,184.711,+2 Laps,0.0,2014,10,hockenheimring
99,sutil,sauber,19.0,15.0,184.711,Brakes,0.0,2014,10,hockenheimring
26,kvyat,toro_rosso,20.0,8.0,184.711,Oil leak,0.0,2014,10,hockenheimring
8,grosjean,lotus_f1,21.0,14.0,184.711,Water leak,0.0,2014,10,hockenheimring
19,massa,williams,22.0,3.0,184.711,Collision,0.0,2014,10,hockenheimring
3,ricciardo,red_bull,1.0,4.0,0.0,Finished,25.0,2014,11,hungaroring
14,alonso,ferrari,2.0,5.0,5.225,Finished,18.0,2014,11,hungaroring
44,hamilton,mercedes,3.0,22.0,5.857,Finished,15.0,2014,11,hungaroring
6,rosberg,mercedes,4.0,1.0,6.361,Finished,12.0,2014,11,hungaroring
19,massa,williams,5.0,6.0,29.841,Finished,10.0,2014,11,hungaroring
7,raikkonen,ferrari,6.0,16.0,31.491,Finished,8.0,2014,11,hungaroring
1,vettel,red_bull,7.0,2.0,40.964,Finished,6.0,2014,11,hungaroring
77,bottas,williams,8.0,3.0,41.344,Finished,4.0,2014,11,hungaroring
25,vergne,toro_rosso,9.0,8.0,58.527,Finished,2.0,2014,11,hungaroring
22,button,mclaren,10.0,7.0,67.28,Finished,1.0,2014,11,hungaroring
99,sutil,sauber,11.0,11.0,68.169,Finished,0.0,2014,11,hungaroring
20,kevin_magnussen,mclaren,12.0,21.0,78.465,Finished,0.0,2014,11,hungaroring
13,maldonado,lotus_f1,13.0,20.0,84.024,Finished,0.0,2014,11,hungaroring
26,kvyat,toro_rosso,14.0,10.0,184.024,+1 Lap,0.0,2014,11,hungaroring
17,jules_bianchi,marussia,15.0,15.0,184.024,+1 Lap,0.0,2014,11,hungaroring
4,chilton,marussia,16.0,18.0,184.024,+1 Lap,0.0,2014,11,hungaroring
21,gutierrez,sauber,17.0,13.0,184.024,Retired,0.0,2014,11,hungaroring
10,kobayashi,caterham,18.0,17.0,184.024,Retired,0.0,2014,11,hungaroring
11,perez,force_india,19.0,12.0,184.024,Accident,0.0,2014,11,hungaroring
27,hulkenberg,force_india,20.0,9.0,184.024,Accident,0.0,2014,11,hungaroring
8,grosjean,lotus_f1,21.0,14.0,184.024,Accident,0.0,2014,11,hungaroring
9,ericsson,caterham,22.0,19.0,184.024,Accident,0.0,2014,11,hungaroring
3,ricciardo,red_bull,1.0,5.0,0.0,Finished,25.0,2014,12,spa
6,rosberg,mercedes,2.0,1.0,3.383,Finished,18.0,2014,12,spa
77,bottas,williams,3.0,6.0,28.032,Finished,15.0,2014,12,spa
7,raikkonen,ferrari,4.0,8.0,36.815,Finished,12.0,2014,12,spa
1,vettel,red_bull,5.0,3.0,52.196,Finished,10.0,2014,12,spa
22,button,mclaren,6.0,10.0,54.58,Finished,8.0,2014,12,spa
14,alonso,ferrari,7.0,4.0,61.162,Finished,6.0,2014,12,spa
11,perez,force_india,8.0,13.0,64.293,Finished,4.0,2014,12,spa
26,kvyat,toro_rosso,9.0,11.0,65.347,Finished,2.0,2014,12,spa
27,hulkenberg,force_india,10.0,18.0,65.697,Finished,1.0,2014,12,spa
25,vergne,toro_rosso,11.0,12.0,71.92,Finished,0.0,2014,12,spa
20,kevin_magnussen,mclaren,12.0,7.0,74.262,Finished,0.0,2014,12,spa
19,massa,williams,13.0,9.0,75.975,Finished,0.0,2014,12,spa
99,sutil,sauber,14.0,14.0,82.447,Finished,0.0,2014,12,spa
21,gutierrez,sauber,15.0,20.0,90.825,Finished,0.0,2014,12,spa
4,chilton,marussia,16.0,19.0,190.825,+1 Lap,0.0,2014,12,spa
9,ericsson,caterham,17.0,22.0,190.825,+1 Lap,0.0,2014,12,spa
17,jules_bianchi,marussia,18.0,16.0,190.825,Gearbox,0.0,2014,12,spa
44,hamilton,mercedes,19.0,2.0,190.825,Retired,0.0,2014,12,spa
8,grosjean,lotus_f1,20.0,15.0,190.825,Retired,0.0,2014,12,spa
13,maldonado,lotus_f1,21.0,17.0,190.825,Mechanical,0.0,2014,12,spa
45,lotterer,caterham,22.0,21.0,190.825,Power Unit,0.0,2014,12,spa
44,hamilton,mercedes,1.0,1.0,0.0,Finished,25.0,2014,13,monza
6,rosberg,mercedes,2.0,2.0,3.175,Finished,18.0,2014,13,monza
19,massa,williams,3.0,4.0,25.026,Finished,15.0,2014,13,monza
77,bottas,williams,4.0,3.0,40.786,Finished,12.0,2014,13,monza
3,ricciardo,red_bull,5.0,9.0,50.309,Finished,10.0,2014,13,monza
1,vettel,red_bull,6.0,8.0,59.965,Finished,8.0,2014,13,monza
11,perez,force_india,7.0,10.0,62.518,Finished,6.0,2014,13,monza
22,button,mclaren,8.0,6.0,63.063,Finished,4.0,2014,13,monza
7,raikkonen,ferrari,9.0,11.0,63.535,Finished,2.0,2014,13,monza
20,kevin_magnussen,mclaren,10.0,5.0,66.171,Finished,1.0,2014,13,monza
26,kvyat,toro_rosso,11.0,21.0,71.184,Finished,0.0,2014,13,monza
27,hulkenberg,force_india,12.0,13.0,72.606,Finished,0.0,2014,13,monza
25,vergne,toro_rosso,13.0,12.0,73.093,Finished,0.0,2014,13,monza
13,maldonado,lotus_f1,14.0,16.0,173.09300000000002,+1 Lap,0.0,2014,13,monza
99,sutil,sauber,15.0,14.0,173.09300000000002,+1 Lap,0.0,2014,13,monza
8,grosjean,lotus_f1,16.0,17.0,173.09300000000002,+1 Lap,0.0,2014,13,monza
10,kobayashi,caterham,17.0,18.0,173.09300000000002,+1 Lap,0.0,2014,13,monza
17,jules_bianchi,marussia,18.0,19.0,173.09300000000002,+1 Lap,0.0,2014,13,monza
21,gutierrez,sauber,19.0,15.0,173.09300000000002,+2 Laps,0.0,2014,13,monza
9,ericsson,caterham,20.0,22.0,173.09300000000002,+2 Laps,0.0,2014,13,monza
14,alonso,ferrari,21.0,7.0,173.09300000000002,Engine,0.0,2014,13,monza
4,chilton,marussia,22.0,20.0,173.09300000000002,Accident,0.0,2014,13,monza
44,hamilton,mercedes,1.0,1.0,0.0,Finished,25.0,2014,14,marina_bay
1,vettel,red_bull,2.0,4.0,13.534,Finished,18.0,2014,14,marina_bay
3,ricciardo,red_bull,3.0,3.0,14.273,Finished,15.0,2014,14,marina_bay
14,alonso,ferrari,4.0,5.0,15.389,Finished,12.0,2014,14,marina_bay
19,massa,williams,5.0,6.0,42.161,Finished,10.0,2014,14,marina_bay
25,vergne,toro_rosso,6.0,12.0,56.801,Finished,8.0,2014,14,marina_bay
11,perez,force_india,7.0,15.0,59.038,Finished,6.0,2014,14,marina_bay
7,raikkonen,ferrari,8.0,7.0,60.641,Finished,4.0,2014,14,marina_bay
27,hulkenberg,force_india,9.0,13.0,61.661,Finished,2.0,2014,14,marina_bay
20,kevin_magnussen,mclaren,10.0,9.0,62.23,Finished,1.0,2014,14,marina_bay
77,bottas,williams,11.0,8.0,65.065,Finished,0.0,2014,14,marina_bay
13,maldonado,lotus_f1,12.0,18.0,66.915,Finished,0.0,2014,14,marina_bay
8,grosjean,lotus_f1,13.0,16.0,68.029,Finished,0.0,2014,14,marina_bay
26,kvyat,toro_rosso,14.0,10.0,72.008,Finished,0.0,2014,14,marina_bay
9,ericsson,caterham,15.0,22.0,94.188,Finished,0.0,2014,14,marina_bay
17,jules_bianchi,marussia,16.0,19.0,94.543,Finished,0.0,2014,14,marina_bay
4,chilton,marussia,17.0,21.0,194.543,+1 Lap,0.0,2014,14,marina_bay
22,button,mclaren,18.0,11.0,194.543,Retired,0.0,2014,14,marina_bay
99,sutil,sauber,19.0,17.0,194.543,Water pressure,0.0,2014,14,marina_bay
21,gutierrez,sauber,20.0,14.0,194.543,Electrical,0.0,2014,14,marina_bay
6,rosberg,mercedes,21.0,2.0,194.543,Electrical,0.0,2014,14,marina_bay
10,kobayashi,caterham,22.0,20.0,194.543,Power Unit,0.0,2014,14,marina_bay
44,hamilton,mercedes,1.0,2.0,0.0,Finished,25.0,2014,15,suzuka
6,rosberg,mercedes,2.0,1.0,9.18,Finished,18.0,2014,15,suzuka
1,vettel,red_bull,3.0,9.0,29.122,Finished,15.0,2014,15,suzuka
3,ricciardo,red_bull,4.0,6.0,38.818,Finished,12.0,2014,15,suzuka
22,button,mclaren,5.0,8.0,67.55,Finished,10.0,2014,15,suzuka
77,bottas,williams,6.0,3.0,113.773,Finished,8.0,2014,15,suzuka
19,massa,williams,7.0,4.0,115.126,Finished,6.0,2014,15,suzuka
27,hulkenberg,force_india,8.0,13.0,115.948,Finished,4.0,2014,15,suzuka
25,vergne,toro_rosso,9.0,20.0,127.638,Finished,2.0,2014,15,suzuka
11,perez,force_india,10.0,11.0,227.638,+1 Lap,1.0,2014,15,suzuka
26,kvyat,toro_rosso,11.0,12.0,227.638,+1 Lap,0.0,2014,15,suzuka
7,raikkonen,ferrari,12.0,10.0,227.638,+1 Lap,0.0,2014,15,suzuka
21,gutierrez,sauber,13.0,15.0,227.638,+1 Lap,0.0,2014,15,suzuka
20,kevin_magnussen,mclaren,14.0,7.0,227.638,+1 Lap,0.0,2014,15,suzuka
