DriverNumber,DriverId,TeamId,Position,GridPosition,Time,Status,Points,season,round,circuitId
30,jolyon_palmer,renault,22.0,19.0,201.99,+1 Lap,0.0,2016,3,shanghai
6,rosberg,mercedes,1.0,1.0,0.0,Finished,25.0,2016,4,sochi
44,hamilton,mercedes,2.0,10.0,25.022,Finished,18.0,2016,4,sochi
7,raikkonen,ferrari,3.0,3.0,31.998,Finished,15.0,2016,4,sochi
77,bottas,williams,4.0,2.0,50.217,Finished,12.0,2016,4,sochi
19,massa,williams,5.0,4.0,74.427,Finished,10.0,2016,4,sochi
14,alonso,mclaren,6.0,14.0,174.42700000000002,+1 Lap,8.0,2016,4,sochi
20,kevin_magnussen,renault,7.0,17.0,174.42700000000002,+1 Lap,6.0,2016,4,sochi
8,grosjean,haas,8.0,15.0,174.42700000000002,+1 Lap,4.0,2016,4,sochi
11,perez,force_india,9.0,6.0,174.42700000000002,+1 Lap,2.0,2016,4,sochi
22,button,mclaren,10.0,12.0,174.42700000000002,+1 Lap,1.0,2016,4,sochi
3,ricciardo,red_bull,11.0,5.0,174.42700000000002,+1 Lap,0.0,2016,4,sochi
55,sainz,toro_rosso,12.0,11.0,174.42700000000002,+1 Lap,0.0,2016,4,sochi
30,jolyon_palmer,renault,13.0,18.0,174.42700000000002,+1 Lap,0.0,2016,4,sochi
9,ericsson,sauber,14.0,22.0,174.42700000000002,+1 Lap,0.0,2016,4,sochi
26,kvyat,red_bull,15.0,8.0,174.42700000000002,+1 Lap,0.0,2016,4,sochi
12,nasr,sauber,16.0,19.0,174.42700000000002,+1 Lap,0.0,2016,4,sochi
21,gutierrez,haas,17.0,16.0,174.42700000000002,+1 Lap,0.0,2016,4,sochi
94,wehrlein,manor,18.0,20.0,174.42700000000002,+2 Laps,0.0,2016,4,sochi
33,max_verstappen,toro_rosso,19.0,9.0,174.42700000000002,Power Unit,0.0,2016,4,sochi
5,vettel,ferrari,20.0,7.0,174.42700000000002,Collision,0.0,2016,4,sochi
27,hulkenberg,force_india,21.0,13.0,174.42700000000002,Collision,0.0,2016,4,sochi
88,haryanto,manor,22.0,21.0,174.42700000000002,Collision,0.0,2016,4,sochi
33,max_verstappen,red_bull,1.0,4.0,0.0,Finished,25.0,2016,5,catalunya
7,raikkonen,ferrari,2.0,5.0,0.616,Finished,18.0,2016,5,catalunya
5,vettel,ferrari,3.0,6.0,5.581,Finished,15.0,2016,5,catalunya
3,ricciardo,red_bull,4.0,3.0,43.95,Finished,12.0,2016,5,catalunya
77,bottas,williams,5.0,7.0,45.271,Finished,10.0,2016,5,catalunya
55,sainz,toro_rosso,6.0,8.0,61.395,Finished,8.0,2016,5,catalunya
11,perez,force_india,7.0,9.0,79.538,Finished,6.0,2016,5,catalunya
19,massa,williams,8.0,18.0,80.707,Finished,4.0,2016,5,catalunya
22,button,mclaren,9.0,12.0,180.707,+1 Lap,2.0,2016,5,catalunya
26,kvyat,toro_rosso,10.0,13.0,180.707,+1 Lap,1.0,2016,5,catalunya
21,gutierrez,haas,11.0,16.0,180.707,+1 Lap,0.0,2016,5,catalunya
9,ericsson,sauber,12.0,19.0,180.707,+1 Lap,0.0,2016,5,catalunya
30,jolyon_palmer,renault,13.0,17.0,180.707,+1 Lap,0.0,2016,5,catalunya
20,kevin_magnussen,renault,14.0,15.0,180.707,+1 Lap,0.0,2016,5,catalunya
12,nasr,sauber,15.0,20.0,180.707,+1 Lap,0.0,2016,5,catalunya
94,wehrlein,manor,16.0,21.0,180.707,+1 Lap,0.0,2016,5,catalunya
88,haryanto,manor,17.0,22.0,180.707,+1 Lap,0.0,2016,5,catalunya
8,grosjean,haas,18.0,14.0,180.707,Engine,0.0,2016,5,catalunya
14,alonso,mclaren,19.0,10.0,180.707,Engine,0.0,2016,5,catalunya
27,hulkenberg,force_india,20.0,11.0,180.707,Engine,0.0,2016,5,catalunya
44,hamilton,mercedes,21.0,1.0,180.707,Collision,0.0,2016,5,catalunya
6,rosberg,mercedes,22.0,2.0,180.707,Collision,0.0,2016,5,catalunya
44,hamilton,mercedes,1.0,3.0,0.0,Finished,25.0,2016,6,monaco
3,ricciardo,red_bull,2.0,1.0,7.252,Finished,18.0,2016,6,monaco
11,perez,force_india,3.0,7.0,13.825,Finished,15.0,2016,6,monaco
5,vettel,ferrari,4.0,4.0,15.846,Finished,12.0,2016,6,monaco
14,alonso,mclaren,5.0,9.0,85.076,Finished,10.0,2016,6,monaco
27,hulkenberg,force_india,6.0,5.0,92.999,Finished,8.0,2016,6,monaco
6,rosberg,mercedes,7.0,2.0,93.29,Finished,6.0,2016,6,monaco
55,sainz,toro_rosso,8.0,6.0,193.29000000000002,+1 Lap,4.0,2016,6,monaco
22,button,mclaren,9.0,13.0,193.29000000000002,+1 Lap,2.0,2016,6,monaco
19,massa,williams,10.0,14.0,193.29000000000002,+1 Lap,1.0,2016,6,monaco
21,gutierrez,haas,11.0,12.0,193.29000000000002,+1 Lap,0.0,2016,6,monaco
77,bottas,williams,12.0,10.0,193.29000000000002,+1 Lap,0.0,2016,6,monaco
8,grosjean,haas,13.0,15.0,193.29000000000002,+2 Laps,0.0,2016,6,monaco
94,wehrlein,manor,14.0,20.0,193.29000000000002,+2 Laps,0.0,2016,6,monaco
88,haryanto,manor,15.0,19.0,193.29000000000002,+4 Laps,0.0,2016,6,monaco
9,ericsson,sauber,16.0,17.0,193.29000000000002,Collision,0.0,2016,6,monaco
12,nasr,sauber,17.0,0.0,193.29000000000002,Retired,0.0,2016,6,monaco
33,max_verstappen,red_bull,18.0,0.0,193.29000000000002,Accident,0.0,2016,6,monaco
20,kevin_magnussen,renault,19.0,16.0,193.29000000000002,Retired,0.0,2016,6,monaco
26,kvyat,toro_rosso,20.0,8.0,193.29000000000002,Accident,0.0,2016,6,monaco
7,raikkonen,ferrari,21.0,11.0,193.29000000000002,Accident,0.0,2016,6,monaco
30,jolyon_palmer,renault,22.0,18.0,193.29000000000002,Accident,0.0,2016,6,monaco
44,hamilton,mercedes,1.0,1.0,0.0,Finished,25.0,2016,7,villeneuve
5,vettel,ferrari,2.0,3.0,5.011,Finished,18.0,2016,7,villeneuve
77,bottas,williams,3.0,7.0,46.422,Finished,15.0,2016,7,villeneuve
33,max_verstappen,red_bull,4.0,5.0,53.02,Finished,12.0,2016,7,villeneuve
6,rosberg,mercedes,5.0,2.0,62.093,Finished,10.0,2016,7,villeneuve
7,raikkonen,ferrari,6.0,6.0,63.017,Finished,8.0,2016,7,villeneuve
3,ricciardo,red_bull,7.0,4.0,63.634,Finished,6.0,2016,7,villeneuve
27,hulkenberg,force_india,8.0,9.0,163.63400000000001,+1 Lap,4.0,2016,7,villeneuve
55,sainz,toro_rosso,9.0,20.0,163.63400000000001,+1 Lap,2.0,2016,7,villeneuve
11,perez,force_india,10.0,11.0,163.63400000000001,+1 Lap,1.0,2016,7,villeneuve
14,alonso,mclaren,11.0,10.0,163.63400000000001,+1 Lap,0.0,2016,7,villeneuve
26,kvyat,toro_rosso,12.0,15.0,163.63400000000001,+1 Lap,0.0,2016,7,villeneuve
21,gutierrez,haas,13.0,13.0,163.63400000000001,+2 Laps,0.0,2016,7,villeneuve
8,grosjean,haas,14.0,14.0,163.63400000000001,+2 Laps,0.0,2016,7,villeneuve
9,ericsson,sauber,15.0,21.0,163.63400000000001,+2 Laps,0.0,2016,7,villeneuve
20,kevin_magnussen,renault,16.0,22.0,163.63400000000001,+2 Laps,0.0,2016,7,villeneuve
94,wehrlein,manor,17.0,17.0,163.63400000000001,+2 Laps,0.0,2016,7,villeneuve
12,nasr,sauber,18.0,18.0,163.63400000000001,+2 Laps,0.0,2016,7,villeneuve
88,haryanto,manor,19.0,19.0,163.63400000000001,+2 Laps,0.0,2016,7,villeneuve
19,massa,williams,20.0,8.0,163.63400000000001,Retired,0.0,2016,7,villeneuve
30,jolyon_palmer,renault,21.0,16.0,163.63400000000001,Retired,0.0,2016,7,villeneuve
22,button,mclaren,22.0,12.0,163.63400000000001,Power Unit,0.0,2016,7,villeneuve
6,rosberg,mercedes,1.0,1.0,0.0,Finished,25.0,2016,8,baku
5,vettel,ferrari,2.0,3.0,16.696,Finished,18.0,2016,8,baku
11,perez,force_india,3.0,7.0,25.241,Finished,15.0,2016,8,baku
7,raikkonen,ferrari,4.0,4.0,33.102,Finished,12.0,2016,8,baku
44,hamilton,mercedes,5.0,10.0,56.335,Finished,10.0,2016,8,baku
77,bottas,williams,6.0,8.0,60.886,Finished,8.0,2016,8,baku
3,ricciardo,red_bull,7.0,2.0,69.229,Finished,6.0,2016,8,baku
33,max_verstappen,red_bull,8.0,9.0,70.696,Finished,4.0,2016,8,baku
27,hulkenberg,force_india,9.0,12.0,77.708,Finished,2.0,2016,8,baku
19,massa,williams,10.0,5.0,85.375,Finished,1.0,2016,8,baku
22,button,mclaren,11.0,19.0,104.817,Finished,0.0,2016,8,baku
12,nasr,sauber,12.0,15.0,204.817,+1 Lap,0.0,2016,8,baku
8,grosjean,haas,13.0,11.0,204.817,+1 Lap,0.0,2016,8,baku
20,kevin_magnussen,renault,14.0,22.0,204.817,+1 Lap,0.0,2016,8,baku
30,jolyon_palmer,renault,15.0,21.0,204.817,+1 Lap,0.0,2016,8,baku
21,gutierrez,haas,16.0,14.0,204.817,+1 Lap,0.0,2016,8,baku
9,ericsson,sauber,17.0,20.0,204.817,+1 Lap,0.0,2016,8,baku
88,haryanto,manor,18.0,16.0,204.817,+2 Laps,0.0,2016,8,baku
14,alonso,mclaren,19.0,13.0,204.817,Gearbox,0.0,2016,8,baku
94,wehrlein,manor,20.0,17.0,204.817,Brakes,0.0,2016,8,baku
55,sainz,toro_rosso,21.0,18.0,204.817,Suspension,0.0,2016,8,baku
26,kvyat,toro_rosso,22.0,6.0,204.817,Suspension,0.0,2016,8,baku
44,hamilton,mercedes,1.0,1.0,0.0,Finished,25.0,2016,9,red_bull_ring
33,max_verstappen,red_bull,2.0,8.0,5.719,Finished,18.0,2016,9,red_bull_ring
7,raikkonen,ferrari,3.0,4.0,6.024,Finished,15.0,2016,9,red_bull_ring
6,rosberg,mercedes,4.0,6.0,16.71,Finished,12.0,2016,9,red_bull_ring
3,ricciardo,red_bull,5.0,5.0,30.981,Finished,10.0,2016,9,red_bull_ring
22,button,mclaren,6.0,3.0,37.706,Finished,8.0,2016,9,red_bull_ring
8,grosjean,haas,7.0,13.0,44.668,Finished,6.0,2016,9,red_bull_ring
55,sainz,toro_rosso,8.0,15.0,47.4,Finished,4.0,2016,9,red_bull_ring
77,bottas,williams,9.0,7.0,147.4,+1 Lap,2.0,2016,9,red_bull_ring
94,wehrlein,manor,10.0,12.0,147.4,+1 Lap,1.0,2016,9,red_bull_ring
21,gutierrez,haas,11.0,11.0,147.4,+1 Lap,0.0,2016,9,red_bull_ring
30,jolyon_palmer,renault,12.0,19.0,147.4,+1 Lap,0.0,2016,9,red_bull_ring
12,nasr,sauber,13.0,21.0,147.4,+1 Lap,0.0,2016,9,red_bull_ring
20,kevin_magnussen,renault,14.0,17.0,147.4,+1 Lap,0.0,2016,9,red_bull_ring
9,ericsson,sauber,15.0,18.0,147.4,+1 Lap,0.0,2016,9,red_bull_ring
88,haryanto,manor,16.0,20.0,147.4,+1 Lap,0.0,2016,9,red_bull_ring
11,perez,force_india,17.0,16.0,147.4,Brakes,0.0,2016,9,red_bull_ring
14,alonso,mclaren,18.0,14.0,147.4,Battery,0.0,2016,9,red_bull_ring
27,hulkenberg,force_india,19.0,2.0,147.4,Brakes,0.0,2016,9,red_bull_ring
19,massa,williams,20.0,0.0,147.4,Brakes,0.0,2016,9,red_bull_ring
5,vettel,ferrari,21.0,9.0,147.4,Tyre,0.0,2016,9,red_bull_ring
26,kvyat,toro_rosso,22.0,0.0,147.4,Retired,0.0,2016,9,red_bull_ring
44,hamilton,mercedes,1.0,1.0,0.0,Finished,25.0,2016,10,silverstone
33,max_verstappen,red_bull,2.0,3.0,8.25,Finished,18.0,2016,10,silverstone
6,rosberg,mercedes,3.0,2.0,16.911,Finished,15.0,2016,10,silverstone
3,ricciardo,red_bull,4.0,4.0,26.211,Finished,12.0,2016,10,silverstone
7,raikkonen,ferrari,5.0,5.0,69.743,Finished,10.0,2016,10,silverstone
11,perez,force_india,6.0,10.0,76.941,Finished,8.0,2016,10,silverstone
27,hulkenberg,force_india,7.0,8.0,77.712,Finished,6.0,2016,10,silverstone
55,sainz,toro_rosso,8.0,7.0,85.858,Finished,4.0,2016,10,silverstone
5,vettel,ferrari,9.0,11.0,91.654,Finished,2.0,2016,10,silverstone
26,kvyat,toro_rosso,10.0,15.0,92.6,Finished,1.0,2016,10,silverstone
19,massa,williams,11.0,12.0,192.6,+1 Lap,0.0,2016,10,silverstone
22,button,mclaren,12.0,17.0,192.6,+1 Lap,0.0,2016,10,silverstone
14,alonso,mclaren,13.0,9.0,192.6,+1 Lap,0.0,2016,10,silverstone
77,bottas,williams,14.0,6.0,192.6,+1 Lap,0.0,2016,10,silverstone
12,nasr,sauber,15.0,21.0,192.6,+1 Lap,0.0,2016,10,silverstone
21,gutierrez,haas,16.0,14.0,192.6,+1 Lap,0.0,2016,10,silverstone
20,kevin_magnussen,renault,17.0,16.0,192.6,Gearbox,0.0,2016,10,silverstone
30,jolyon_palmer,renault,18.0,18.0,192.6,Gearbox,0.0,2016,10,silverstone
88,haryanto,manor,19.0,19.0,192.6,Spun off,0.0,2016,10,silverstone
8,grosjean,haas,20.0,13.0,192.6,Retired,0.0,2016,10,silverstone
9,ericsson,sauber,21.0,22.0,192.6,Power Unit,0.0,2016,10,silverstone
94,wehrlein,manor,22.0,20.0,192.6,Spun off,0.0,2016,10,silverstone
44,hamilton,mercedes,1.0,2.0,0.0,Finished,25.0,2016,11,hungaroring
6,rosberg,mercedes,2.0,1.0,1.977,Finished,18.0,2016,11,hungaroring
3,ricciardo,red_bull,3.0,3.0,27.539,Finished,15.0,2016,11,hungaroring
5,vettel,ferrari,4.0,5.0,28.213,Finished,12.0,2016,11,hungaroring
33,max_verstappen,red_bull,5.0,4.0,48.659,Finished,10.0,2016,11,hungaroring
7,raikkonen,ferrari,6.0,14.0,49.044,Finished,8.0,2016,11,hungaroring
14,alonso,mclaren,7.0,7.0,149.04399999999998,+1 Lap,6.0,2016,11,hungaroring
55,sainz,toro_rosso,8.0,6.0,149.04399999999998,+1 Lap,4.0,2016,11,hungaroring
77,bottas,williams,9.0,10.0,149.04399999999998,+1 Lap,2.0,2016,11,hungaroring
27,hulkenberg,force_india,10.0,9.0,149.04399999999998,+1 Lap,1.0,2016,11,hungaroring
11,perez,force_india,11.0,13.0,149.04399999999998,+1 Lap,0.0,2016,11,hungaroring
30,jolyon_palmer,renault,12.0,17.0,149.04399999999998,+1 Lap,0.0,2016,11,hungaroring
21,gutierrez,haas,13.0,15.0,149.04399999999998,+1 Lap,0.0,2016,11,hungaroring
8,grosjean,haas,14.0,11.0,149.04399999999998,+1 Lap,0.0,2016,11,hungaroring
20,kevin_magnussen,renault,15.0,19.0,149.04399999999998,+1 Lap,0.0,2016,11,hungaroring
26,kvyat,toro_rosso,16.0,12.0,149.04399999999998,+1 Lap,0.0,2016,11,hungaroring
12,nasr,sauber,17.0,16.0,149.04399999999998,+1 Lap,0.0,2016,11,hungaroring
19,massa,williams,18.0,18.0,149.04399999999998,+2 Laps,0.0,2016,11,hungaroring
94,wehrlein,manor,19.0,20.0,149.04399999999998,+2 Laps,0.0,2016,11,hungaroring
9,ericsson,sauber,20.0,22.0,149.04399999999998,+2 Laps,0.0,2016,11,hungaroring
88,haryanto,manor,21.0,21.0,149.04399999999998,+2 Laps,0.0,2016,11,hungaroring
22,button,mclaren,22.0,8.0,149.04399999999998,Oil leak,0.0,2016,11,hungaroring
44,hamilton,mercedes,1.0,2.0,0.0,Finished,25.0,2016,12,hockenheimring
3,ricciardo,red_bull,2.0,3.0,6.996,Finished,18.0,2016,12,hockenheimring
33,max_verstappen,red_bull,3.0,4.0,13.413,Finished,15.0,2016,12,hockenheimring
6,rosberg,mercedes,4.0,1.0,15.845,Finished,12.0,2016,12,hockenheimring
5,vettel,ferrari,5.0,6.0,32.57,Finished,10.0,2016,12,hockenheimring
7,raikkonen,ferrari,6.0,5.0,37.023,Finished,8.0,2016,12,hockenheimring
27,hulkenberg,force_india,7.0,8.0,70.049,Finished,6.0,2016,12,hockenheimring
22,button,mclaren,8.0,12.0,170.049,+1 Lap,4.0,2016,12,hockenheimring
77,bottas,williams,9.0,7.0,170.049,+1 Lap,2.0,2016,12,hockenheimring
11,perez,force_india,10.0,9.0,170.049,+1 Lap,1.0,2016,12,hockenheimring
21,gutierrez,haas,11.0,11.0,170.049,+1 Lap,0.0,2016,12,hockenheimring
14,alonso,mclaren,12.0,13.0,170.049,+1 Lap,0.0,2016,12,hockenheimring
8,grosjean,haas,13.0,20.0,170.049,+1 Lap,0.0,2016,12,hockenheimring
55,sainz,toro_rosso,14.0,15.0,170.049,+1 Lap,0.0,2016,12,hockenheimring
26,kvyat,toro_rosso,15.0,18.0,170.049,+1 Lap,0.0,2016,12,hockenheimring
20,kevin_magnussen,renault,16.0,16.0,170.049,+1 Lap,0.0,2016,12,hockenheimring
94,wehrlein,manor,17.0,17.0,170.049,+2 Laps,0.0,2016,12,hockenheimring
9,ericsson,sauber,18.0,22.0,170.049,+2 Laps,0.0,2016,12,hockenheimring
30,jolyon_palmer,renault,19.0,14.0,170.049,+2 Laps,0.0,2016,12,hockenheimring
88,haryanto,manor,20.0,19.0,170.049,+2 Laps,0.0,2016,12,hockenheimring
12,nasr,sauber,21.0,21.0,170.049,Power Unit,0.0,2016,12,hockenheimring
19,massa,williams,22.0,10.0,170.049,Suspension,0.0,2016,12,hockenheimring
6,rosberg,mercedes,1.0,1.0,0.0,Finished,25.0,2016,13,spa
3,ricciardo,red_bull,2.0,5.0,14.113,Finished,18.0,2016,13,spa
44,hamilton,mercedes,3.0,21.0,27.634,Finished,15.0,2016,13,spa
27,hulkenberg,force_india,4.0,7.0,35.907,Finished,12.0,2016,13,spa
11,perez,force_india,5.0,6.0,40.66,Finished,10.0,2016,13,spa
5,vettel,ferrari,6.0,4.0,45.394,Finished,8.0,2016,13,spa
14,alonso,mclaren,7.0,22.0,59.445,Finished,6.0,2016,13,spa
77,bottas,williams,8.0,8.0,60.151,Finished,4.0,2016,13,spa
7,raikkonen,ferrari,9.0,3.0,61.109,Finished,2.0,2016,13,spa
19,massa,williams,10.0,10.0,65.873,Finished,1.0,2016,13,spa
33,max_verstappen,red_bull,11.0,2.0,71.138,Finished,0.0,2016,13,spa
21,gutierrez,haas,12.0,18.0,73.877,Finished,0.0,2016,13,spa
8,grosjean,haas,13.0,11.0,76.474,Finished,0.0,2016,13,spa
26,kvyat,toro_rosso,14.0,19.0,87.097,Finished,0.0,2016,13,spa
30,jolyon_palmer,renault,15.0,13.0,93.165,Finished,0.0,2016,13,spa
31,ocon,manor,16.0,17.0,193.16500000000002,+1 Lap,0.0,2016,13,spa
12,nasr,sauber,17.0,16.0,193.16500000000002,+1 Lap,0.0,2016,13,spa
20,kevin_magnussen,renault,18.0,12.0,193.16500000000002,Accident,0.0,2016,13,spa
9,ericsson,sauber,19.0,20.0,193.16500000000002,Gearbox,0.0,2016,13,spa
55,sainz,toro_rosso,20.0,14.0,193.16500000000002,Puncture,0.0,2016,13,spa
22,button,mclaren,21.0,9.0,193.16500000000002,Collision damage,0.0,2016,13,spa
94,wehrlein,manor,22.0,15.0,193.16500000000002,Collision damage,0.0,2016,13,spa
6,rosberg,mercedes,1.0,2.0,0.0,Finished,25.0,2016,14,monza
44,hamilton,mercedes,2.0,1.0,15.07,Finished,18.0,2016,14,monza
5,vettel,ferrari,3.0,3.0,20.99,Finished,15.0,2016,14,monza
7,raikkonen,ferrari,4.0,4.0,27.561,Finished,12.0,2016,14,monza
3,ricciardo,red_bull,5.0,6.0,45.295,Finished,10.0,2016,14,monza
77,bottas,williams,6.0,5.0,51.015,Finished,8.0,2016,14,monza
33,max_verstappen,red_bull,7.0,7.0,54.236,Finished,6.0,2016,14,monza
11,perez,force_india,8.0,8.0,64.954,Finished,4.0,2016,14,monza
19,massa,williams,9.0,11.0,65.617,Finished,2.0,2016,14,monza
27,hulkenberg,force_india,10.0,9.0,78.656,Finished,1.0,2016,14,monza
8,grosjean,haas,11.0,17.0,178.656,+1 Lap,0.0,2016,14,monza
22,button,mclaren,12.0,14.0,178.656,+1 Lap,0.0,2016,14,monza
21,gutierrez,haas,13.0,10.0,178.656,+1 Lap,0.0,2016,14,monza
14,alonso,mclaren,14.0,12.0,178.656,+1 Lap,0.0,2016,14,monza
55,sainz,toro_rosso,15.0,15.0,178.656,+1 Lap,0.0,2016,14,monza
9,ericsson,sauber,16.0,19.0,178.656,+1 Lap,0.0,2016,14,monza
20,kevin_magnussen,renault,17.0,21.0,178.656,+1 Lap,0.0,2016,14,monza
31,ocon,manor,18.0,22.0,178.656,+2 Laps,0.0,2016,14,monza
26,kvyat,toro_rosso,19.0,16.0,178.656,Battery,0.0,2016,14,monza
94,wehrlein,manor,20.0,13.0,178.656,Oil leak,0.0,2016,14,monza
30,jolyon_palmer,renault,21.0,20.0,178.656,Collision damage,0.0,2016,14,monza
12,nasr,sauber,22.0,18.0,178.656,Collision damage,0.0,2016,14,monza
6,rosberg,mercedes,1.0,1.0,0.0,Finished,25.0,2016,15,marina_bay
3,ricciardo,red_bull,2.0,2.0,0.488,Finished,18.0,2016,15,marina_bay
44,hamilton,mercedes,3.0,3.0,8.038,Finished,15.0,2016,15,marina_bay
7,raikkonen,ferrari,4.0,5.0,10.219,Finished,12.0,2016,15,marina_bay
5,vettel,ferrari,5.0,22.0,27.694,Finished,10.0,2016,15,marina_bay
33,max_verstappen,red_bull,6.0,4.0,71.197,Finished,8.0,2016,15,marina_bay
14,alonso,mclaren,7.0,9.0,89.198,Finished,6.0,2016,15,marina_bay
11,perez,force_india,8.0,17.0,111.062,Finished,4.0,2016,15,marina_bay
26,kvyat,toro_rosso,9.0,7.0,111.557,Finished,2.0,2016,15,marina_bay
20,kevin_magnussen,renault,10.0,15.0,119.952,Finished,1.0,2016,15,marina_bay
