,DriverId,TeamId,Position,GridPosition,Time,Status,Points,season,round,circuitId
23,albon,red_bull,4.0,6.0,44.4,Finished,12.0,2020,2,red_bull_ring
4,norris,mclaren,5.0,9.0,61.47,Finished,10.0,2020,2,red_bull_ring
11,perez,racing_point,6.0,17.0,62.387,Finished,8.0,2020,2,red_bull_ring
18,stroll,racing_point,7.0,12.0,62.453,Finished,6.0,2020,2,red_bull_ring
3,ricciardo,renault,8.0,8.0,62.591,Finished,4.0,2020,2,red_bull_ring
55,sainz,mclaren,9.0,3.0,162.591,+1 Lap,3.0,2020,2,red_bull_ring
26,kvyat,alphatauri,10.0,13.0,162.591,+1 Lap,1.0,2020,2,red_bull_ring
7,raikkonen,alfa,11.0,16.0,162.591,+1 Lap,0.0,2020,2,red_bull_ring
20,kevin_magnussen,haas,12.0,15.0,162.591,+1 Lap,0.0,2020,2,red_bull_ring
8,grosjean,haas,13.0,0.0,162.591,+1 Lap,0.0,2020,2,red_bull_ring
99,giovinazzi,alfa,14.0,19.0,162.591,+1 Lap,0.0,2020,2,red_bull_ring
10,gasly,alphatauri,15.0,7.0,162.591,+1 Lap,0.0,2020,2,red_bull_ring
63,russell,williams,16.0,11.0,162.591,+2 Laps,0.0,2020,2,red_bull_ring
6,latifi,williams,17.0,18.0,162.591,+2 Laps,0.0,2020,2,red_bull_ring
31,ocon,renault,18.0,5.0,162.591,Overheating,0.0,2020,2,red_bull_ring
16,leclerc,ferrari,19.0,14.0,162.591,Collision damage,0.0,2020,2,red_bull_ring
5,vettel,ferrari,20.0,10.0,162.591,Collision damage,0.0,2020,2,red_bull_ring
44,hamilton,mercedes,1.0,1.0,0.0,Finished,26.0,2020,3,hungaroring
33,max_verstappen,red_bull,2.0,7.0,8.702,Finished,18.0,2020,3,hungaroring
77,bottas,mercedes,3.0,2.0,9.452,Finished,15.0,2020,3,hungaroring
18,stroll,racing_point,4.0,3.0,57.579,Finished,12.0,2020,3,hungaroring
23,albon,red_bull,5.0,13.0,78.316,Finished,10.0,2020,3,hungaroring
5,vettel,ferrari,6.0,5.0,178.316,+1 Lap,8.0,2020,3,hungaroring
11,perez,racing_point,7.0,4.0,178.316,+1 Lap,6.0,2020,3,hungaroring
3,ricciardo,renault,8.0,11.0,178.316,+1 Lap,4.0,2020,3,hungaroring
55,sainz,mclaren,9.0,9.0,178.316,+1 Lap,2.0,2020,3,hungaroring
20,kevin_magnussen,haas,10.0,0.0,178.316,+1 Lap,1.0,2020,3,hungaroring
16,leclerc,ferrari,11.0,6.0,178.316,+1 Lap,0.0,2020,3,hungaroring
26,kvyat,alphatauri,12.0,17.0,178.316,+1 Lap,0.0,2020,3,hungaroring
4,norris,mclaren,13.0,8.0,178.316,+1 Lap,0.0,2020,3,hungaroring
31,ocon,renault,14.0,14.0,178.316,+1 Lap,0.0,2020,3,hungaroring
7,raikkonen,alfa,15.0,20.0,178.316,+1 Lap,0.0,2020,3,hungaroring
8,grosjean,haas,16.0,0.0,178.316,+1 Lap,0.0,2020,3,hungaroring
99,giovinazzi,alfa,17.0,19.0,178.316,+1 Lap,0.0,2020,3,hungaroring
63,russell,williams,18.0,12.0,178.316,+1 Lap,0.0,2020,3,hungaroring
6,latifi,williams,19.0,15.0,178.316,+5 Laps,0.0,2020,3,hungaroring
10,gasly,alphatauri,20.0,10.0,178.316,Engine,0.0,2020,3,hungaroring
44,hamilton,mercedes,1.0,1.0,0.0,Finished,25.0,2020,4,silverstone
33,max_verstappen,red_bull,2.0,3.0,5.856,Finished,19.0,2020,4,silverstone
16,leclerc,ferrari,3.0,4.0,18.474,Finished,15.0,2020,4,silverstone
3,ricciardo,renault,4.0,8.0,19.65,Finished,12.0,2020,4,silverstone
4,norris,mclaren,5.0,5.0,22.277,Finished,10.0,2020,4,silverstone
31,ocon,renault,6.0,9.0,26.937,Finished,8.0,2020,4,silverstone
10,gasly,alphatauri,7.0,11.0,31.188,Finished,6.0,2020,4,silverstone
23,albon,red_bull,8.0,12.0,32.67,Finished,4.0,2020,4,silverstone
18,stroll,racing_point,9.0,6.0,37.311,Finished,2.0,2020,4,silverstone
5,vettel,ferrari,10.0,10.0,41.857,Finished,1.0,2020,4,silverstone
77,bottas,mercedes,11.0,2.0,42.167,Finished,0.0,2020,4,silverstone
63,russell,williams,12.0,20.0,52.004,Finished,0.0,2020,4,silverstone
55,sainz,mclaren,13.0,7.0,53.37,Finished,0.0,2020,4,silverstone
99,giovinazzi,alfa,14.0,15.0,54.205,Finished,0.0,2020,4,silverstone
6,latifi,williams,15.0,18.0,54.549,Finished,0.0,2020,4,silverstone
8,grosjean,haas,16.0,17.0,55.05,Finished,0.0,2020,4,silverstone
7,raikkonen,alfa,17.0,16.0,155.05,+1 Lap,0.0,2020,4,silverstone
26,kvyat,alphatauri,18.0,19.0,155.05,Accident,0.0,2020,4,silverstone
20,kevin_magnussen,haas,19.0,14.0,155.05,Collision,0.0,2020,4,silverstone
27,hulkenberg,racing_point,20.0,13.0,155.05,Power Unit,0.0,2020,4,silverstone
33,max_verstappen,red_bull,1.0,4.0,0.0,Finished,25.0,2020,5,silverstone
44,hamilton,mercedes,2.0,2.0,11.326,Finished,19.0,2020,5,silverstone
77,bottas,mercedes,3.0,1.0,19.231,Finished,15.0,2020,5,silverstone
16,leclerc,ferrari,4.0,8.0,29.289,Finished,12.0,2020,5,silverstone
23,albon,red_bull,5.0,9.0,39.146,Finished,10.0,2020,5,silverstone
18,stroll,racing_point,6.0,6.0,42.538,Finished,8.0,2020,5,silverstone
27,hulkenberg,racing_point,7.0,3.0,55.951,Finished,6.0,2020,5,silverstone
31,ocon,renault,8.0,14.0,64.773,Finished,4.0,2020,5,silverstone
4,norris,mclaren,9.0,10.0,65.544,Finished,2.0,2020,5,silverstone
26,kvyat,alphatauri,10.0,16.0,69.669,Finished,1.0,2020,5,silverstone
10,gasly,alphatauri,11.0,7.0,70.642,Finished,0.0,2020,5,silverstone
5,vettel,ferrari,12.0,11.0,73.37,Finished,0.0,2020,5,silverstone
55,sainz,mclaren,13.0,12.0,74.07,Finished,0.0,2020,5,silverstone
3,ricciardo,renault,14.0,5.0,174.07,+1 Lap,0.0,2020,5,silverstone
7,raikkonen,alfa,15.0,20.0,174.07,+1 Lap,0.0,2020,5,silverstone
8,grosjean,haas,16.0,13.0,174.07,+1 Lap,0.0,2020,5,silverstone
99,giovinazzi,alfa,17.0,19.0,174.07,+1 Lap,0.0,2020,5,silverstone
63,russell,williams,18.0,15.0,174.07,+1 Lap,0.0,2020,5,silverstone
6,latifi,williams,19.0,18.0,174.07,+1 Lap,0.0,2020,5,silverstone
20,kevin_magnussen,haas,20.0,17.0,174.07,Retired,0.0,2020,5,silverstone
44,hamilton,mercedes,1.0,1.0,0.0,Finished,25.0,2020,6,catalunya
33,max_verstappen,red_bull,2.0,3.0,24.177,Finished,18.0,2020,6,catalunya
77,bottas,mercedes,3.0,2.0,44.752,Finished,16.0,2020,6,catalunya
18,stroll,racing_point,4.0,5.0,144.752,+1 Lap,12.0,2020,6,catalunya
11,perez,racing_point,5.0,4.0,144.752,+1 Lap,10.0,2020,6,catalunya
55,sainz,mclaren,6.0,7.0,144.752,+1 Lap,8.0,2020,6,catalunya
5,vettel,ferrari,7.0,11.0,144.752,+1 Lap,6.0,2020,6,catalunya
23,albon,red_bull,8.0,6.0,144.752,+1 Lap,4.0,2020,6,catalunya
10,gasly,alphatauri,9.0,10.0,144.752,+1 Lap,2.0,2020,6,catalunya
4,norris,mclaren,10.0,8.0,144.752,+1 Lap,1.0,2020,6,catalunya
3,ricciardo,renault,11.0,13.0,144.752,+1 Lap,0.0,2020,6,catalunya
26,kvyat,alphatauri,12.0,12.0,144.752,+1 Lap,0.0,2020,6,catalunya
31,ocon,renault,13.0,15.0,144.752,+1 Lap,0.0,2020,6,catalunya
7,raikkonen,alfa,14.0,14.0,144.752,+1 Lap,0.0,2020,6,catalunya
20,kevin_magnussen,haas,15.0,16.0,144.752,+1 Lap,0.0,2020,6,catalunya
99,giovinazzi,alfa,16.0,20.0,144.752,+1 Lap,0.0,2020,6,catalunya
63,russell,williams,17.0,18.0,144.752,+1 Lap,0.0,2020,6,catalunya
6,latifi,williams,18.0,19.0,144.752,+2 Laps,0.0,2020,6,catalunya
8,grosjean,haas,19.0,17.0,144.752,+2 Laps,0.0,2020,6,catalunya
16,leclerc,ferrari,20.0,9.0,144.752,Electronics,0.0,2020,6,catalunya
44,hamilton,mercedes,1.0,1.0,0.0,Finished,25.0,2020,7,spa
77,bottas,mercedes,2.0,2.0,8.448,Finished,18.0,2020,7,spa
33,max_verstappen,red_bull,3.0,3.0,15.455,Finished,15.0,2020,7,spa
3,ricciardo,renault,4.0,4.0,18.877,Finished,13.0,2020,7,spa
31,ocon,renault,5.0,6.0,40.65,Finished,10.0,2020,7,spa
23,albon,red_bull,6.0,5.0,42.712,Finished,8.0,2020,7,spa
4,norris,mclaren,7.0,10.0,43.774,Finished,6.0,2020,7,spa
10,gasly,alphatauri,8.0,12.0,47.371,Finished,4.0,2020,7,spa
18,stroll,racing_point,9.0,9.0,52.603,Finished,2.0,2020,7,spa
11,perez,racing_point,10.0,8.0,53.179,Finished,1.0,2020,7,spa
26,kvyat,alphatauri,11.0,11.0,70.2,Finished,0.0,2020,7,spa
7,raikkonen,alfa,12.0,16.0,71.504,Finished,0.0,2020,7,spa
5,vettel,ferrari,13.0,14.0,72.894,Finished,0.0,2020,7,spa
16,leclerc,ferrari,14.0,13.0,74.92,Finished,0.0,2020,7,spa
8,grosjean,haas,15.0,17.0,76.793,Finished,0.0,2020,7,spa
6,latifi,williams,16.0,19.0,77.795,Finished,0.0,2020,7,spa
20,kevin_magnussen,haas,17.0,20.0,85.54,Finished,0.0,2020,7,spa
99,giovinazzi,alfa,18.0,18.0,185.54000000000002,Accident,0.0,2020,7,spa
63,russell,williams,19.0,15.0,185.54000000000002,Debris,0.0,2020,7,spa
55,sainz,mclaren,20.0,7.0,185.54000000000002,Exhaust,0.0,2020,7,spa
10,gasly,alphatauri,1.0,10.0,0.0,Finished,25.0,2020,8,monza
55,sainz,mclaren,2.0,3.0,0.415,Finished,18.0,2020,8,monza
18,stroll,racing_point,3.0,8.0,3.358,Finished,15.0,2020,8,monza
4,norris,mclaren,4.0,6.0,6.0,Finished,12.0,2020,8,monza
77,bottas,mercedes,5.0,2.0,7.108,Finished,10.0,2020,8,monza
3,ricciardo,renault,6.0,7.0,8.391,Finished,8.0,2020,8,monza
44,hamilton,mercedes,7.0,1.0,17.245,Finished,7.0,2020,8,monza
31,ocon,renault,8.0,12.0,18.691,Finished,4.0,2020,8,monza
26,kvyat,alphatauri,9.0,11.0,22.208,Finished,2.0,2020,8,monza
11,perez,racing_point,10.0,4.0,23.224,Finished,1.0,2020,8,monza
6,latifi,williams,11.0,20.0,32.876,Finished,0.0,2020,8,monza
8,grosjean,haas,12.0,16.0,35.164,Finished,0.0,2020,8,monza
7,raikkonen,alfa,13.0,14.0,36.312,Finished,0.0,2020,8,monza
63,russell,williams,14.0,19.0,36.593,Finished,0.0,2020,8,monza
23,albon,red_bull,15.0,9.0,37.533,Finished,0.0,2020,8,monza
99,giovinazzi,alfa,16.0,18.0,55.199,Finished,0.0,2020,8,monza
33,max_verstappen,red_bull,17.0,5.0,155.199,Power Unit,0.0,2020,8,monza
16,leclerc,ferrari,18.0,13.0,155.199,Accident,0.0,2020,8,monza
20,kevin_magnussen,haas,19.0,15.0,155.199,Power Unit,0.0,2020,8,monza
5,vettel,ferrari,20.0,17.0,155.199,Brakes,0.0,2020,8,monza
44,hamilton,mercedes,1.0,1.0,0.0,Finished,26.0,2020,9,mugello
77,bottas,mercedes,2.0,2.0,4.88,Finished,18.0,2020,9,mugello
23,albon,red_bull,3.0,4.0,8.064,Finished,15.0,2020,9,mugello
3,ricciardo,renault,4.0,8.0,10.417,Finished,12.0,2020,9,mugello
11,perez,racing_point,5.0,7.0,15.65,Finished,10.0,2020,9,mugello
4,norris,mclaren,6.0,11.0,18.883,Finished,8.0,2020,9,mugello
26,kvyat,alphatauri,7.0,12.0,21.756,Finished,6.0,2020,9,mugello
16,leclerc,ferrari,8.0,5.0,28.345,Finished,4.0,2020,9,mugello
7,raikkonen,alfa,9.0,13.0,29.77,Finished,2.0,2020,9,mugello
5,vettel,ferrari,10.0,14.0,29.983,Finished,1.0,2020,9,mugello
63,russell,williams,11.0,18.0,32.404,Finished,0.0,2020,9,mugello
8,grosjean,haas,12.0,15.0,42.036,Finished,0.0,2020,9,mugello
18,stroll,racing_point,13.0,6.0,142.036,Puncture,0.0,2020,9,mugello
31,ocon,renault,14.0,10.0,142.036,Brakes,0.0,2020,9,mugello
6,latifi,williams,15.0,19.0,142.036,Collision,0.0,2020,9,mugello
20,kevin_magnussen,haas,16.0,20.0,142.036,Collision,0.0,2020,9,mugello
99,giovinazzi,alfa,17.0,17.0,142.036,Collision,0.0,2020,9,mugello
55,sainz,mclaren,18.0,9.0,142.036,Collision,0.0,2020,9,mugello
33,max_verstappen,red_bull,19.0,3.0,142.036,Collision,0.0,2020,9,mugello
10,gasly,alphatauri,20.0,16.0,142.036,Collision,0.0,2020,9,mugello
77,bottas,mercedes,1.0,3.0,0.0,Finished,26.0,2020,10,sochi
33,max_verstappen,red_bull,2.0,2.0,7.729,Finished,18.0,2020,10,sochi
44,hamilton,mercedes,3.0,1.0,22.729,Finished,15.0,2020,10,sochi
11,perez,racing_point,4.0,4.0,30.558,Finished,12.0,2020,10,sochi
3,ricciardo,renault,5.0,5.0,52.065,Finished,10.0,2020,10,sochi
16,leclerc,ferrari,6.0,10.0,62.186,Finished,8.0,2020,10,sochi
31,ocon,renault,7.0,7.0,68.006,Finished,6.0,2020,10,sochi
26,kvyat,alphatauri,8.0,11.0,68.74,Finished,4.0,2020,10,sochi
10,gasly,alphatauri,9.0,9.0,89.766,Finished,2.0,2020,10,sochi
23,albon,red_bull,10.0,15.0,97.86,Finished,1.0,2020,10,sochi
99,giovinazzi,alfa,11.0,17.0,197.86,+1 Lap,0.0,2020,10,sochi
20,kevin_magnussen,haas,12.0,18.0,197.86,+1 Lap,0.0,2020,10,sochi
5,vettel,ferrari,13.0,14.0,197.86,+1 Lap,0.0,2020,10,sochi
7,raikkonen,alfa,14.0,19.0,197.86,+1 Lap,0.0,2020,10,sochi
4,norris,mclaren,15.0,8.0,197.86,+1 Lap,0.0,2020,10,sochi
6,latifi,williams,16.0,20.0,197.86,+1 Lap,0.0,2020,10,sochi
8,grosjean,haas,17.0,16.0,197.86,+1 Lap,0.0,2020,10,sochi
63,russell,williams,18.0,13.0,197.86,+1 Lap,0.0,2020,10,sochi
55,sainz,mclaren,19.0,6.0,197.86,Accident,0.0,2020,10,sochi
18,stroll,racing_point,20.0,12.0,197.86,Collision,0.0,2020,10,sochi
44,hamilton,mercedes,1.0,2.0,0.0,Finished,25.0,2020,11,nurburgring
33,max_verstappen,red_bull,2.0,3.0,4.47,Finished,19.0,2020,11,nurburgring
3,ricciardo,renault,3.0,6.0,14.613,Finished,15.0,2020,11,nurburgring
11,perez,racing_point,4.0,9.0,16.07,Finished,12.0,2020,11,nurburgring
55,sainz,mclaren,5.0,10.0,21.905,Finished,10.0,2020,11,nurburgring
10,gasly,alphatauri,6.0,12.0,22.766,Finished,8.0,2020,11,nurburgring
16,leclerc,ferrari,7.0,4.0,30.814,Finished,6.0,2020,11,nurburgring
27,hulkenberg,racing_point,8.0,20.0,32.596,Finished,4.0,2020,11,nurburgring
8,grosjean,haas,9.0,16.0,39.081,Finished,2.0,2020,11,nurburgring
99,giovinazzi,alfa,10.0,14.0,40.035,Finished,1.0,2020,11,nurburgring
5,vettel,ferrari,11.0,11.0,40.81,Finished,0.0,2020,11,nurburgring
7,raikkonen,alfa,12.0,19.0,41.476,Finished,0.0,2020,11,nurburgring
20,kevin_magnussen,haas,13.0,15.0,49.585,Finished,0.0,2020,11,nurburgring
6,latifi,williams,14.0,18.0,54.449,Finished,0.0,2020,11,nurburgring
26,kvyat,alphatauri,15.0,13.0,55.588,Finished,0.0,2020,11,nurburgring
4,norris,mclaren,16.0,8.0,155.588,Power Unit,0.0,2020,11,nurburgring
23,albon,red_bull,17.0,5.0,155.588,Radiator,0.0,2020,11,nurburgring
31,ocon,renault,18.0,7.0,155.588,Gearbox,0.0,2020,11,nurburgring
77,bottas,mercedes,19.0,1.0,155.588,Power Unit,0.0,2020,11,nurburgring
63,russell,williams,20.0,17.0,155.588,Collision,0.0,2020,11,nurburgring
44,hamilton,mercedes,1.0,1.0,0.0,Finished,26.0,2020,12,portimao
77,bottas,mercedes,2.0,2.0,25.592,Finished,18.0,2020,12,portimao
33,max_verstappen,red_bull,3.0,3.0,34.508,Finished,15.0,2020,12,portimao
16,leclerc,ferrari,4.0,4.0,65.312,Finished,12.0,2020,12,portimao
10,gasly,alphatauri,5.0,9.0,165.312,+1 Lap,10.0,2020,12,portimao
55,sainz,mclaren,6.0,7.0,165.312,+1 Lap,8.0,2020,12,portimao
11,perez,racing_point,7.0,5.0,165.312,+1 Lap,6.0,2020,12,portimao
31,ocon,renault,8.0,11.0,165.312,+1 Lap,4.0,2020,12,portimao
3,ricciardo,renault,9.0,10.0,165.312,+1 Lap,2.0,2020,12,portimao
5,vettel,ferrari,10.0,15.0,165.312,+1 Lap,1.0,2020,12,portimao
7,raikkonen,alfa,11.0,16.0,165.312,+1 Lap,0.0,2020,12,portimao
23,albon,red_bull,12.0,6.0,165.312,+1 Lap,0.0,2020,12,portimao
4,norris,mclaren,13.0,8.0,165.312,+1 Lap,0.0,2020,12,portimao
63,russell,williams,14.0,14.0,165.312,+1 Lap,0.0,2020,12,portimao
99,giovinazzi,alfa,15.0,17.0,165.312,+1 Lap,0.0,2020,12,portimao
20,kevin_magnussen,haas,16.0,19.0,165.312,+1 Lap,0.0,2020,12,portimao
8,grosjean,haas,17.0,18.0,165.312,+1 Lap,0.0,2020,12,portimao
6,latifi,williams,18.0,20.0,165.312,+2 Laps,0.0,2020,12,portimao
26,kvyat,alphatauri,19.0,13.0,165.312,+2 Laps,0.0,2020,12,portimao
18,stroll,racing_point,20.0,12.0,165.312,Collision damage,0.0,2020,12,portimao
44,hamilton,mercedes,1.0,2.0,0.0,Finished,26.0,2020,13,imola
77,bottas,mercedes,2.0,1.0,5.783,Finished,18.0,2020,13,imola
3,ricciardo,renault,3.0,5.0,14.32,Finished,15.0,2020,13,imola
26,kvyat,alphatauri,4.0,8.0,15.141,Finished,12.0,2020,13,imola
16,leclerc,ferrari,5.0,7.0,19.111,Finished,10.0,2020,13,imola
11,perez,racing_point,6.0,11.0,19.652,Finished,8.0,2020,13,imola
55,sainz,mclaren,7.0,10.0,20.23,Finished,6.0,2020,13,imola
4,norris,mclaren,8.0,9.0,21.131,Finished,4.0,2020,13,imola
7,raikkonen,alfa,9.0,18.0,22.224,Finished,2.0,2020,13,imola
99,giovinazzi,alfa,10.0,20.0,26.398,Finished,1.0,2020,13,imola
6,latifi,williams,11.0,19.0,27.135,Finished,0.0,2020,13,imola
5,vettel,ferrari,12.0,14.0,28.453,Finished,0.0,2020,13,imola
18,stroll,racing_point,13.0,15.0,29.163,Finished,0.0,2020,13,imola
8,grosjean,haas,14.0,16.0,32.935,Finished,0.0,2020,13,imola
23,albon,red_bull,15.0,6.0,57.284,Finished,0.0,2020,13,imola
63,russell,williams,16.0,13.0,157.284,Accident,0.0,2020,13,imola
33,max_verstappen,red_bull,17.0,3.0,157.284,Puncture,0.0,2020,13,imola
20,kevin_magnussen,haas,18.0,17.0,157.284,Illness,0.0,2020,13,imola
31,ocon,renault,19.0,12.0,157.284,Gearbox,0.0,2020,13,imola
10,gasly,alphatauri,20.0,4.0,157.284,Water pressure,0.0,2020,13,imola
44,hamilton,mercedes,1.0,6.0,0.0,Finished,25.0,2020,14,istanbul
11,perez,racing_point,2.0,3.0,31.633,Finished,18.0,2020,14,istanbul
5,vettel,ferrari,3.0,11.0,31.96,Finished,15.0,2020,14,istanbul
16,leclerc,ferrari,4.0,12.0,33.858,Finished,12.0,2020,14,istanbul
55,sainz,mclaren,5.0,15.0,34.363,Finished,10.0,2020,14,istanbul
33,max_verstappen,red_bull,6.0,2.0,44.873,Finished,8.0,2020,14,istanbul
23,albon,red_bull,7.0,4.0,46.484,Finished,6.0,2020,14,istanbul
4,norris,mclaren,8.0,14.0,61.259,Finished,5.0,2020,14,istanbul
18,stroll,racing_point,9.0,1.0,72.353,Finished,2.0,2020,14,istanbul
3,ricciardo,renault,10.0,5.0,95.46,Finished,1.0,2020,14,istanbul
31,ocon,renault,11.0,7.0,195.45999999999998,+1 Lap,0.0,2020,14,istanbul
26,kvyat,alphatauri,12.0,16.0,195.45999999999998,+1 Lap,0.0,2020,14,istanbul
10,gasly,alphatauri,13.0,19.0,195.45999999999998,+1 Lap,0.0,2020,14,istanbul
77,bottas,mercedes,14.0,9.0,195.45999999999998,+1 Lap,0.0,2020,14,istanbul
7,raikkonen,alfa,15.0,8.0,195.45999999999998,+1 Lap,0.0,2020,14,istanbul
63,russell,williams,16.0,0.0,195.45999999999998,+1 Lap,0.0,2020,14,istanbul
20,kevin_magnussen,haas,17.0,13.0,195.45999999999998,Withdrew,0.0,2020,14,istanbul
8,grosjean,haas,18.0,17.0,195.45999999999998,Collision damage,0.0,2020,14,istanbul
6,latifi,williams,19.0,0.0,195.45999999999998,Collision damage,0.0,2020,14,istanbul
99,giovinazzi,alfa,20.0,10.0,195.45999999999998,Gearbox,0.0,2020,14,istanbul
44,hamilton,mercedes,1.0,1.0,0.0,Finished,25.0,2020,15,bahrain
33,max_verstappen,red_bull,2.0,3.0,1.254,Finished,19.0,2020,15,bahrain
23,albon,red_bull,3.0,4.0,8.005,Finished,15.0,2020,15,bahrain
4,norris,mclaren,4.0,9.0,11.337,Finished,12.0,2020,15,bahrain
55,sainz,mclaren,5.0,15.0,11.787,Finished,10.0,2020,15,bahrain
10,gasly,alphatauri,6.0,8.0,11.942,Finished,8.0,2020,15,bahrain
3,ricciardo,renault,7.0,6.0,19.368,Finished,6.0,2020,15,bahrain
77,bottas,mercedes,8.0,2.0,19.68,Finished,4.0,2020,15,bahrain
31,ocon,renault,9.0,7.0,22.803,Finished,2.0,2020,15,bahrain
16,leclerc,ferrari,10.0,12.0,122.803,+1 Lap,1.0,2020,15,bahrain
26,kvyat,alphatauri,11.0,10.0,122.803,+1 Lap,0.0,2020,15,bahrain
63,russell,williams,12.0,14.0,122.803,+1 Lap,0.0,2020,15,bahrain
5,vettel,ferrari,13.0,11.0,122.803,+1 Lap,0.0,2020,15,bahrain
6,latifi,williams,14.0,20.0,122.803,+1 Lap,0.0,2020,15,bahrain
7,raikkonen,alfa,15.0,17.0,122.803,+1 Lap,0.0,2020,15,bahrain
99,giovinazzi,alfa,16.0,16.0,122.803,+1 Lap,0.0,2020,15,bahrain
20,kevin_magnussen,haas,17.0,18.0,122.803,+1 Lap,0.0,2020,15,bahrain
11,perez,racing_point,18.0,5.0,122.803,Engine,0.0,2020,15,bahrain
18,stroll,racing_point,19.0,13.0,122.803,Collision,0.0,2020,15,bahrain
8,grosjean,haas,20.0,19.0,122.803,Collision,0.0,2020,15,bahrain
11,perez,racing_point,1.0,5.0,0.0,Finished,25.0,2020,16,bahrain
31,ocon,renault,2.0,11.0,10.518,Finished,18.0,2020,16,bahrain
18,stroll,racing_point,3.0,10.0,11.869,Finished,15.0,2020,16,bahrain
55,sainz,mclaren,4.0,8.0,12.58,Finished,12.0,2020,16,bahrain
3,ricciardo,renault,5.0,7.0,13.33,Finished,10.0,2020,16,bahrain
23,albon,red_bull,6.0,12.0,13.842,Finished,8.0,2020,16,bahrain
26,kvyat,alphatauri,7.0,6.0,14.534,Finished,6.0,2020,16,bahrain
77,bottas,mercedes,8.0,1.0,15.389,Finished,4.0,2020,16,bahrain
63,russell,mercedes,9.0,2.0,18.556,Finished,3.0,2020,16,bahrain
4,norris,mclaren,10.0,19.0,19.541,Finished,1.0,2020,16,bahrain
10,gasly,alphatauri,11.0,9.0,20.527,Finished,0.0,2020,16,bahrain
5,vettel,ferrari,12.0,13.0,22.611,Finished,0.0,2020,16,bahrain
99,giovinazzi,alfa,13.0,14.0,24.111,Finished,0.0,2020,16,bahrain
7,raikkonen,alfa,14.0,18.0,26.153,Finished,0.0,2020,16,bahrain
20,kevin_magnussen,haas,15.0,15.0,32.37,Finished,0.0,2020,16,bahrain
89,aitken,williams,16.0,17.0,33.674,Finished,0.0,2020,16,bahrain
51,pietro_fittipaldi,haas,17.0,20.0,36.858,Finished,0.0,2020,16,bahrain
6,latifi,williams,18.0,16.0,136.858,Engine,0.0,2020,16,bahrain
33,max_verstappen,red_bull,19.0,3.0,136.858,Accident,0.0,2020,16,bahrain
16,leclerc,ferrari,20.0,4.0,136.858,Collision,0.0,2020,16,bahrain
33,max_verstappen,red_bull,1.0,1.0,0.0,Finished,25.0,2020,17,yas_marina
77,bottas,mercedes,2.0,2.0,15.976,Finished,18.0,2020,17,yas_marina
44,hamilton,mercedes,3.0,3.0,18.415,Finished,15.0,2020,17,yas_marina
23,albon,red_bull,4.0,5.0,19.987,Finished,12.0,2020,17,yas_marina
4,norris,mclaren,5.0,4.0,60.729,Finished,10.0,2020,17,yas_marina
55,sainz,mclaren,6.0,6.0,65.662,Finished,8.0,2020,17,yas_marina
3,ricciardo,renault,7.0,11.0,73.748,Finished,7.0,2020,17,yas_marina
10,gasly,alphatauri,8.0,9.0,89.718,Finished,4.0,2020,17,yas_marina
31,ocon,renault,9.0,10.0,101.069,Finished,2.0,2020,17,yas_marina
