,DriverId,TeamId,Position,GridPosition,Time,Status,Points,season,round,circuitId
81,piastri,mclaren,14.0,10.0,169.88,+2 Laps,0.0,2023,20,interlagos
63,russell,mercedes,15.0,8.0,169.88,Overheating,0.0,2023,20,interlagos
77,bottas,alfa,16.0,18.0,169.88,Engine,0.0,2023,20,interlagos
24,zhou,alfa,17.0,20.0,169.88,Engine,0.0,2023,20,interlagos
20,kevin_magnussen,haas,18.0,12.0,169.88,Collision,0.0,2023,20,interlagos
23,albon,williams,19.0,13.0,169.88,Collision,0.0,2023,20,interlagos
16,leclerc,ferrari,20.0,0.0,169.88,Engine,0.0,2023,20,interlagos
1,max_verstappen,red_bull,1.0,2.0,0.0,Finished,25.0,2023,21,vegas
16,leclerc,ferrari,2.0,1.0,2.07,Finished,18.0,2023,21,vegas
11,perez,red_bull,3.0,11.0,2.241,Finished,15.0,2023,21,vegas
31,ocon,alpine,4.0,16.0,18.665,Finished,12.0,2023,21,vegas
18,stroll,aston_martin,5.0,19.0,20.067,Finished,10.0,2023,21,vegas
55,sainz,ferrari,6.0,12.0,20.834,Finished,8.0,2023,21,vegas
44,hamilton,mercedes,7.0,10.0,21.755,Finished,6.0,2023,21,vegas
63,russell,mercedes,8.0,3.0,23.091,Finished,4.0,2023,21,vegas
14,alonso,aston_martin,9.0,9.0,25.964,Finished,2.0,2023,21,vegas
81,piastri,mclaren,10.0,18.0,29.496,Finished,2.0,2023,21,vegas
10,gasly,alpine,11.0,4.0,34.27,Finished,0.0,2023,21,vegas
23,albon,williams,12.0,5.0,43.398,Finished,0.0,2023,21,vegas
20,kevin_magnussen,haas,13.0,8.0,44.825,Finished,0.0,2023,21,vegas
3,ricciardo,alphatauri,14.0,14.0,48.525,Finished,0.0,2023,21,vegas
24,zhou,alfa,15.0,17.0,50.162,Finished,0.0,2023,21,vegas
2,sargeant,williams,16.0,6.0,50.882,Finished,0.0,2023,21,vegas
77,bottas,alfa,17.0,7.0,85.35,Finished,0.0,2023,21,vegas
22,tsunoda,alphatauri,18.0,20.0,185.35,Gearbox,0.0,2023,21,vegas
27,hulkenberg,haas,19.0,13.0,185.35,Engine,0.0,2023,21,vegas
4,norris,mclaren,20.0,15.0,185.35,Accident,0.0,2023,21,vegas
1,max_verstappen,red_bull,1.0,1.0,0.0,Finished,26.0,2023,22,yas_marina
16,leclerc,ferrari,2.0,2.0,17.993,Finished,18.0,2023,22,yas_marina
63,russell,mercedes,3.0,4.0,20.328,Finished,15.0,2023,22,yas_marina
11,perez,red_bull,4.0,9.0,21.453,Finished,12.0,2023,22,yas_marina
4,norris,mclaren,5.0,5.0,24.284,Finished,10.0,2023,22,yas_marina
81,piastri,mclaren,6.0,3.0,31.487,Finished,8.0,2023,22,yas_marina
14,alonso,aston_martin,7.0,7.0,39.512,Finished,6.0,2023,22,yas_marina
22,tsunoda,alphatauri,8.0,6.0,43.088,Finished,4.0,2023,22,yas_marina
44,hamilton,mercedes,9.0,11.0,44.424,Finished,2.0,2023,22,yas_marina
18,stroll,aston_martin,10.0,13.0,55.632,Finished,1.0,2023,22,yas_marina
3,ricciardo,alphatauri,11.0,15.0,56.229,Finished,0.0,2023,22,yas_marina
31,ocon,alpine,12.0,12.0,66.373,Finished,0.0,2023,22,yas_marina
10,gasly,alpine,13.0,10.0,70.36,Finished,0.0,2023,22,yas_marina
23,albon,williams,14.0,14.0,73.184,Finished,0.0,2023,22,yas_marina
27,hulkenberg,haas,15.0,8.0,83.696,Finished,0.0,2023,22,yas_marina
2,sargeant,williams,16.0,20.0,87.791,Finished,0.0,2023,22,yas_marina
24,zhou,alfa,17.0,19.0,89.422,Finished,0.0,2023,22,yas_marina
55,sainz,ferrari,18.0,16.0,189.422,Retired,0.0,2023,22,yas_marina
77,bottas,alfa,19.0,18.0,189.422,+1 Lap,0.0,2023,22,yas_marina
20,kevin_magnussen,haas,20.0,17.0,189.422,+1 Lap,0.0,2023,22,yas_marina
